region,year,category,subcategory,scenario,annual_consumption
QLD,2050,Business,Business SNSG offset,Step change,-5695.889
QLD,2050,Business,CSG,Central,6667.594
QLD,2050,Business,CSG,Fast change,6667.594
QLD,2050,Business,CSG,High DER,6667.594
QLD,2050,Business,CSG,Slow change,3481.104
QLD,2050,Business,Large industrial loads,Central,12843.873
QLD,2050,Business,Large industrial loads,Fast change,12843.873
VIC,2050,PriceImpact,,Slow change,229.11243
QLD,2050,Business,Large industrial loads,High DER,12843.873
QLD,2050,Business,Large industrial loads,Slow change,5552.1504
QLD,2050,Business,Large industrial loads,Step change,13046.021
QLD,2050,Business,Small to medium enterprises,Central,21877.174
QLD,2050,Business,Small to medium enterprises,Fast change,21387.459
QLD,2050,Business,Small to medium enterprises,High DER,21585.498
QLD,2050,Business,Small to medium enterprises,Slow change,21633.56
QLD,2050,Business,Small to medium enterprises,Step change,24605.63
QLD,2050,ElectricVehicles,EV Load,Central,6421.1294
QLD,2050,ElectricVehicles,EV Load,Fast change,10478.583
QLD,2050,ElectricVehicles,EV Load,High DER,10478.583
QLD,2050,ElectricVehicles,EV Load,Slow change,3478.7969
QLD,2050,ElectricVehicles,EV Load,Step change,10427.323
QLD,2050,EnergyEfficiency,Business,Central,4753.8174
QLD,2050,EnergyEfficiency,Business,Fast change,4753.8174
QLD,2050,EnergyEfficiency,Business,High DER,4753.8174
QLD,2050,EnergyEfficiency,Business,Slow change,3525.802
QLD,2050,EnergyEfficiency,Business,Step change,8129.374
QLD,2050,EnergyEfficiency,Residential,Central,2610.2537
QLD,2050,EnergyEfficiency,Residential,Fast change,2610.2537
QLD,2050,EnergyEfficiency,Residential,High DER,2610.2537
QLD,2050,EnergyEfficiency,Residential,Slow change,2136.0862
QLD,2050,EnergyEfficiency,Residential,Step change,3407.467
QLD,2050,Losses,Distribution losses,Central,1884.1534
QLD,2050,Losses,Distribution losses,Fast change,2010.4523
QLD,2050,Losses,Distribution losses,High DER,2056.2468
QLD,2050,Losses,Distribution losses,Slow change,1717.0409
QLD,2050,Losses,Distribution losses,Step change,2160.2222
QLD,2050,Losses,Transmission losses,Central,1426.6367
QLD,2050,Losses,Transmission losses,Fast change,1496.2067
QLD,2050,Losses,Transmission losses,High DER,1539.0748
QLD,2050,Losses,Transmission losses,Slow change,1067.748
QLD,2050,Losses,Transmission losses,Step change,1587.7197
QLD,2050,Native,Native,Central,61840.727
QLD,2050,Native,Native,Fast change,64539.83
QLD,2050,Native,Native,High DER,64202.707
QLD,2050,Native,Native,Slow change,47157.39
QLD,2050,Native,Native,Step change,68756.65
QLD,2050,Operational,,Central,55323.395
QLD,2050,Operational,,Fast change,58021.996
QLD,2050,Operational,,High DER,59684.84
QLD,2050,Operational,,Slow change,41406.453
QLD,2050,Operational,,Step change,61565.953
QLD,2050,PriceImpact,,Central,169.53204
QLD,2050,PriceImpact,,Fast change,169.53198
QLD,2050,PriceImpact,,High DER,169.53204
QLD,2050,PriceImpact,,Slow change,41.285053
QLD,2050,PriceImpact,,Step change,95.34933
QLD,2050,Residential,Res grid demand,Central,10720.166
QLD,2050,Residential,Res grid demand,Fast change,9655.662
QLD,2050,Residential,Res grid demand,High DER,9031.835
QLD,2050,Residential,Res grid demand,Slow change,10226.991
QLD,2050,Residential,Res grid demand,Step change,9881.129
QLD,2050,Residential,Residential SNSG offset,Central,-1537.5222
QLD,2050,Residential,Residential SNSG offset,Fast change,-1434.001
QLD,2050,Residential,Residential SNSG offset,High DER,-938.8745
QLD,2050,Residential,Residential SNSG offset,Slow change,-1572.0543
QLD,2050,Residential,Residential SNSG offset,Step change,-1494.8033
QLD,2050,RooftopPV,Business,Central,3468.5322
QLD,2050,RooftopPV,Business,Fast change,3958.247
QLD,2050,RooftopPV,Business,High DER,3760.2083
QLD,2050,RooftopPV,Business,Slow change,1294.5256
QLD,2050,RooftopPV,Business,Step change,4438.1396
QLD,2050,RooftopPV,Residential,Central,8487.165
QLD,2050,RooftopPV,Residential,Fast change,9822.05
QLD,2050,RooftopPV,Residential,High DER,10607.085
QLD,2050,RooftopPV,Residential,Slow change,6268.234
QLD,2050,RooftopPV,Residential,Step change,13493.646
QLD,2050,SmallNonScheduledGeneration,ONSG generation,Central,1794.1787
QLD,2050,SmallNonScheduledGeneration,ONSG generation,Fast change,1794.1787
QLD,2050,SmallNonScheduledGeneration,ONSG generation,High DER,1794.1787
QLD,2050,SmallNonScheduledGeneration,ONSG generation,Slow change,1300.7443
QLD,2050,SmallNonScheduledGeneration,ONSG generation,Step change,2466.8892
QLD,2050,SmallNonScheduledGeneration,PVNSG generation,Central,4723.153
QLD,2050,SmallNonScheduledGeneration,PVNSG generation,Fast change,4723.654
QLD,2050,SmallNonScheduledGeneration,PVNSG generation,High DER,2723.687
QLD,2050,SmallNonScheduledGeneration,PVNSG generation,Slow change,4450.1943
QLD,2050,SmallNonScheduledGeneration,PVNSG generation,Step change,4723.803
SA,2050,Business,Business SNSG offset,Central,-437.6267
SA,2050,Business,Business SNSG offset,Fast change,-579.34546
SA,2050,Business,Business SNSG offset,High DER,-1068.8704
SA,2050,Business,Business SNSG offset,Slow change,-269.67432
SA,2050,Business,Business SNSG offset,Step change,-1101.2985
SA,2050,Business,Large industrial loads,Central,3606.9912
SA,2050,Business,Large industrial loads,Fast change,3606.9912
SA,2050,Business,Large industrial loads,High DER,3606.9912
SA,2050,Business,Large industrial loads,Slow change,3614.5205
SA,2050,Business,Large industrial loads,Step change,3593.9902
SA,2050,Business,Small to medium enterprises,Central,5328.0903
SA,2050,Business,Small to medium enterprises,Fast change,5186.5835
SA,2050,Business,Small to medium enterprises,High DER,5515.9097
SA,2050,Business,Small to medium enterprises,Slow change,5214.306
SA,2050,Business,Small to medium enterprises,Step change,3874.404
SA,2050,ElectricVehicles,EV Load,Central,1796.1863
SA,2050,ElectricVehicles,EV Load,Fast change,2265.6084
SA,2050,ElectricVehicles,EV Load,High DER,2265.6084
SA,2050,ElectricVehicles,EV Load,Slow change,884.7581
SA,2050,ElectricVehicles,EV Load,Step change,2506.052
SA,2050,EnergyEfficiency,Business,Central,693.8567
SA,2050,EnergyEfficiency,Business,Fast change,693.8567
SA,2050,EnergyEfficiency,Business,High DER,693.8567
SA,2050,EnergyEfficiency,Business,Slow change,505.61176
SA,2050,EnergyEfficiency,Business,Step change,2570.787
SA,2050,EnergyEfficiency,Residential,Central,840.9411
SA,2050,EnergyEfficiency,Residential,Fast change,840.9411
SA,2050,EnergyEfficiency,Residential,High DER,840.9411
SA,2050,EnergyEfficiency,Residential,Slow change,647.26526
SA,2050,EnergyEfficiency,Residential,Step change,1193.514
SA,2050,Losses,Distribution losses,Central,708.207
SA,2050,Losses,Distribution losses,Fast change,704.6608
SA,2050,Losses,Distribution losses,High DER,618.0728
SA,2050,Losses,Distribution losses,Slow change,655.40326
SA,2050,Losses,Distribution losses,Step change,581.9007
SA,2050,Losses,Transmission losses,Central,362.2578
SA,2050,Losses,Transmission losses,Fast change,359.3009
SA,2050,Losses,Transmission losses,High DER,319.7451
SA,2050,Losses,Transmission losses,Slow change,342.56363
SA,2050,Losses,Transmission losses,Step change,302.9852
SA,2050,Native,Native,Central,14401.022
SA,2050,Native,Native,Fast change,14456.205
SA,2050,Native,Native,High DER,13407.951
SA,2050,Native,Native,Slow change,13436.803
SA,2050,Native,Native,Step change,12987.321
SA,2050,Operational,,Central,13836.087
SA,2050,Operational,,Fast change,13723.151
SA,2050,Operational,,High DER,12212.3545
SA,2050,Operational,,Slow change,13083.887
SA,2050,Operational,,Step change,11572.227
SA,2050,PriceImpact,,Central,53.33576
SA,2050,PriceImpact,,Fast change,53.335754
SA,2050,PriceImpact,,High DER,53.33576
SA,2050,PriceImpact,,Slow change,252.10265
SA,2050,PriceImpact,,Step change,10.53639
SA,2050,Residential,Res grid demand,Central,2599.29
SA,2050,Residential,Res grid demand,Fast change,2333.06
SA,2050,Residential,Res grid demand,High DER,1081.6239
SA,2050,Residential,Res grid demand,Slow change,2725.2512
SA,2050,Residential,Res grid demand,Step change,2127.9893
SA,2050,Residential,Residential SNSG offset,Central,-127.30927
SA,2050,Residential,Residential SNSG offset,Fast change,-153.70856
SA,2050,Residential,Residential SNSG offset,High DER,-126.72676
SA,2050,Residential,Residential SNSG offset,Slow change,-83.24212
SA,2050,Residential,Residential SNSG offset,Step change,-313.79587
SA,2050,RooftopPV,Business,Central,1120.9639
SA,2050,RooftopPV,Business,Fast change,1262.4703
SA,2050,RooftopPV,Business,High DER,933.1443
SA,2050,RooftopPV,Business,Slow change,747.1687
SA,2050,RooftopPV,Business,Step change,1349.2224
SA,2050,RooftopPV,Residential,Central,2123.3362
SA,2050,RooftopPV,Residential,Fast change,2455.5173
SA,2050,RooftopPV,Residential,High DER,4015.865
SA,2050,RooftopPV,Residential,Slow change,1632.6455
SA,2050,RooftopPV,Residential,Step change,2984.6892
SA,2050,SmallNonScheduledGeneration,ONSG generation,Central,99.221596
SA,2050,SmallNonScheduledGeneration,ONSG generation,Fast change,99.221596
SA,2050,SmallNonScheduledGeneration,ONSG generation,High DER,99.221596
SA,2050,SmallNonScheduledGeneration,ONSG generation,Slow change,71.9337
SA,2050,SmallNonScheduledGeneration,ONSG generation,Step change,136.4238
SA,2050,SmallNonScheduledGeneration,PVNSG generation,Central,465.7144
SA,2050,SmallNonScheduledGeneration,PVNSG generation,Fast change,633.8324
SA,2050,SmallNonScheduledGeneration,PVNSG generation,High DER,1096.3755
SA,2050,SmallNonScheduledGeneration,PVNSG generation,Slow change,280.98273
SA,2050,SmallNonScheduledGeneration,PVNSG generation,Step change,1278.6705
TAS,2050,Business,Business SNSG offset,Central,-387.49188
TAS,2050,Business,Business SNSG offset,Fast change,-390.08307
TAS,2050,Business,Business SNSG offset,High DER,-465.18723
TAS,2050,Business,Business SNSG offset,Slow change,-274.89084
TAS,2050,Business,Business SNSG offset,Step change,-517.67615
TAS,2050,Business,Large industrial loads,Central,6618.6997
TAS,2050,Business,Large industrial loads,Fast change,6618.6997
TAS,2050,Business,Large industrial loads,High DER,6618.6997
TAS,2050,Business,Large industrial loads,Slow change,5051.869
TAS,2050,Business,Large industrial loads,Step change,6530.2104
TAS,2050,Business,Small to medium enterprises,Central,1424.0521
TAS,2050,Business,Small to medium enterprises,Fast change,1410.6945
TAS,2050,Business,Small to medium enterprises,High DER,1281.8451
TAS,2050,Business,Small to medium enterprises,Slow change,1472.7794
TAS,2050,Business,Small to medium enterprises,Step change,1396.94
TAS,2050,ElectricVehicles,EV Load,Central,369.00342
TAS,2050,ElectricVehicles,EV Load,Fast change,705.8801
TAS,2050,ElectricVehicles,EV Load,High DER,705.8801
TAS,2050,ElectricVehicles,EV Load,Slow change,158.3361
TAS,2050,ElectricVehicles,EV Load,Step change,744.66626
TAS,2050,EnergyEfficiency,Business,Central,257.20523
TAS,2050,EnergyEfficiency,Business,Fast change,257.20523
TAS,2050,EnergyEfficiency,Business,High DER,257.20523
TAS,2050,EnergyEfficiency,Business,Slow change,185.11392
TAS,2050,EnergyEfficiency,Business,Step change,506.42175
TAS,2050,EnergyEfficiency,Residential,Central,355.4421
TAS,2050,EnergyEfficiency,Residential,Fast change,355.4421
TAS,2050,EnergyEfficiency,Residential,High DER,355.4421
TAS,2050,EnergyEfficiency,Residential,Slow change,321.4372
TAS,2050,EnergyEfficiency,Residential,Step change,446.23874
TAS,2050,Losses,Distribution losses,Central,216.82796
TAS,2050,Losses,Distribution losses,Fast change,231.29709
TAS,2050,Losses,Distribution losses,High DER,206.11296
TAS,2050,Losses,Distribution losses,Slow change,204.63303
TAS,2050,Losses,Distribution losses,Step change,248.46733
TAS,2050,Losses,Transmission losses,Central,244.82729
TAS,2050,Losses,Transmission losses,Fast change,251.61342
TAS,2050,Losses,Transmission losses,High DER,239.1849
TAS,2050,Losses,Transmission losses,Slow change,202.01764
TAS,2050,Losses,Transmission losses,Step change,254.24976
TAS,2050,Native,Native,Central,10405.496
TAS,2050,Native,Native,Fast change,10684.789
TAS,2050,Native,Native,High DER,10247.595
TAS,2050,Native,Native,Slow change,8555.14
TAS,2050,Native,Native,Step change,10914.1045
TAS,2050,Operational,,Central,9944.19
TAS,2050,Operational,,Fast change,10223.455
TAS,2050,Operational,,High DER,9711.994
TAS,2050,Operational,,Slow change,8218.506
TAS,2050,Operational,,Step change,10282.827
TAS,2050,PriceImpact,,Central,7.429891
TAS,2050,PriceImpact,,Fast change,7.42988
TAS,2050,PriceImpact,,High DER,7.429891
TAS,2050,PriceImpact,,Slow change,72.59889
TAS,2050,PriceImpact,,Step change,0.14756802
TAS,2050,Residential,Res grid demand,Central,1532.0856
TAS,2050,Residential,Res grid demand,Fast change,1466.6038
TAS,2050,Residential,Res grid demand,High DER,1195.8716
TAS,2050,Residential,Res grid demand,Slow change,1465.5049
TAS,2050,Residential,Res grid demand,Step change,1739.5702
TAS,2050,Residential,Residential SNSG offset,Central,-73.81438
TAS,2050,Residential,Residential SNSG offset,Fast change,-71.25037
TAS,2050,Residential,Residential SNSG offset,High DER,-70.41339
TAS,2050,Residential,Residential SNSG offset,Slow change,-61.74339
TAS,2050,Residential,Residential SNSG offset,Step change,-113.601234
TAS,2050,RooftopPV,Business,Central,137.9178
TAS,2050,RooftopPV,Business,Fast change,151.2754
TAS,2050,RooftopPV,Business,High DER,280.1248
TAS,2050,RooftopPV,Business,Slow change,53.24287
TAS,2050,RooftopPV,Business,Step change,157.52097
TAS,2050,RooftopPV,Residential,Central,361.54065
TAS,2050,RooftopPV,Residential,Fast change,442.40283
TAS,2050,RooftopPV,Residential,High DER,776.6688
TAS,2050,RooftopPV,Residential,Slow change,282.00162
TAS,2050,RooftopPV,Residential,Step change,521.7021
TAS,2050,SmallNonScheduledGeneration,ONSG generation,Central,453.2434
TAS,2050,SmallNonScheduledGeneration,ONSG generation,Fast change,453.2434
TAS,2050,SmallNonScheduledGeneration,ONSG generation,High DER,453.2434
TAS,2050,SmallNonScheduledGeneration,ONSG generation,Slow change,328.59256
TAS,2050,SmallNonScheduledGeneration,ONSG generation,Step change,623.1828
TAS,2050,SmallNonScheduledGeneration,PVNSG generation,Central,8.062856
TAS,2050,SmallNonScheduledGeneration,PVNSG generation,Fast change,8.090038
TAS,2050,SmallNonScheduledGeneration,PVNSG generation,High DER,82.35722
TAS,2050,SmallNonScheduledGeneration,PVNSG generation,Slow change,8.041685
TAS,2050,SmallNonScheduledGeneration,PVNSG generation,Step change,8.094611
VIC,2050,Business,Business SNSG offset,Central,-2021.8389
VIC,2050,Business,Large industrial loads,Central,6301.3076
VIC,2050,Business,Small to medium enterprises,Central,20911.502
VIC,2050,Business,Business SNSG offset,Fast change,-2114.42
VIC,2050,Business,Large industrial loads,Fast change,6301.3076
VIC,2050,Business,Small to medium enterprises,Fast change,20610.064
VIC,2050,Business,Business SNSG offset,High DER,-1864.5934
VIC,2050,Business,Large industrial loads,High DER,6301.3076
VIC,2050,Business,Small to medium enterprises,High DER,20786.088
VIC,2050,Business,Business SNSG offset,Slow change,-1606.5509
VIC,2050,Business,Large industrial loads,Slow change,2000.4524
VIC,2050,Business,Small to medium enterprises,Slow change,20979.139
VIC,2050,Business,Business SNSG offset,Step change,-2307.3806
VIC,2050,Business,Large industrial loads,Step change,6300.1206
VIC,2050,Business,Small to medium enterprises,Step change,17051.451
VIC,2050,ElectricVehicles,EV Load,Central,9950.057
VIC,2050,ElectricVehicles,EV Load,Fast change,11720.648
VIC,2050,ElectricVehicles,EV Load,High DER,11720.648
VIC,2050,ElectricVehicles,EV Load,Slow change,5876.834
VIC,2050,ElectricVehicles,EV Load,Step change,13118.519
VIC,2050,EnergyEfficiency,Business,Central,5372.301
VIC,2050,EnergyEfficiency,Residential,Central,2976.6516
VIC,2050,EnergyEfficiency,Business,Fast change,5372.301
VIC,2050,EnergyEfficiency,Residential,Fast change,2976.6516
VIC,2050,EnergyEfficiency,Business,High DER,5372.301
VIC,2050,EnergyEfficiency,Residential,High DER,2976.6516
VIC,2050,EnergyEfficiency,Business,Slow change,3959.5137
VIC,2050,EnergyEfficiency,Residential,Slow change,2480.4993
VIC,2050,EnergyEfficiency,Business,Step change,11455.289
VIC,2050,EnergyEfficiency,Residential,Step change,3807.276
VIC,2050,Losses,Distribution losses,Central,2192.1665
VIC,2050,Losses,Transmission losses,Central,1280.853
VIC,2050,Losses,Distribution losses,Fast change,2210.0073
VIC,2050,Losses,Transmission losses,Fast change,1289.7335
VIC,2050,Losses,Distribution losses,High DER,2147.1882
VIC,2050,Losses,Transmission losses,High DER,1260.9042
VIC,2050,Losses,Distribution losses,Slow change,1932.9832
VIC,2050,Losses,Transmission losses,Slow change,1034.5881
VIC,2050,Losses,Distribution losses,Step change,2132.4766
VIC,2050,Losses,Transmission losses,Step change,1244.4385
VIC,2050,Native,Native,Central,51791.566
VIC,2050,Native,Native,Fast change,52184.547
VIC,2050,Native,Native,High DER,50621.688
VIC,2050,Native,Native,Slow change,41838.78
VIC,2050,Native,Native,Step change,50949.7
VIC,2050,Operational,,Central,48940.89
VIC,2050,Operational,,Fast change,49280.28
VIC,2050,Operational,,High DER,48178.49
VIC,2050,Operational,,Slow change,39532.074
VIC,2050,Operational,,Step change,47545.254
VIC,2050,PriceImpact,,Central,229.16232
VIC,2050,PriceImpact,,Fast change,229.16223
VIC,2050,PriceImpact,,High DER,229.16232
VIC,2050,PriceImpact,,Step change,80.61325
VIC,2050,Residential,Res grid demand,Central,11155.681
VIC,2050,Residential,Residential SNSG offset,Central,-828.8372
