region,year,category,subcategory,scenario,annual_consumption
QLD,2049,EnergyEfficiency,Residential,Step change,3340.4407
QLD,2049,Losses,Distribution losses,Central,1877.5123
QLD,2049,Losses,Distribution losses,Fast change,1996.6948
QLD,2049,Losses,Distribution losses,High DER,2033.9558
QLD,2049,Losses,Distribution losses,Slow change,1710.1667
QLD,2049,Losses,Distribution losses,Step change,2145.8516
QLD,2049,Losses,Transmission losses,Central,1424.1473
QLD,2049,Losses,Transmission losses,Fast change,1489.797
QLD,2049,Losses,Transmission losses,High DER,1527.5018
QLD,2049,Losses,Transmission losses,Slow change,1065.0358
QLD,2049,Losses,Transmission losses,Step change,1581.1934
QLD,2049,Native,Native,Central,61611.637
QLD,2049,Native,Native,Fast change,64158.676
QLD,2049,Native,Native,High DER,63673.695
QLD,2049,Native,Native,Slow change,46929.926
QLD,2049,Native,Native,Step change,68346.76
QLD,2049,Operational,,Central,55226.83
QLD,2049,Operational,,Fast change,57773.367
QLD,2049,Operational,,High DER,59235.926
QLD,2049,Operational,,Slow change,41301.13
QLD,2049,Operational,,Step change,61313.008
QLD,2049,PriceImpact,,Central,169.39397
QLD,2049,PriceImpact,,Fast change,169.3939
QLD,2049,PriceImpact,,High DER,169.39397
QLD,2049,PriceImpact,,Slow change,41.383152
QLD,2049,PriceImpact,,Step change,95.08567
QLD,2049,Residential,Res grid demand,Central,10696.118
QLD,2049,Residential,Res grid demand,Fast change,9631.016
QLD,2049,Residential,Res grid demand,High DER,8988.68
QLD,2049,Residential,Res grid demand,Slow change,10232.118
QLD,2049,Residential,Res grid demand,Step change,9858.05
QLD,2049,Residential,Residential SNSG offset,Central,-1502.2384
QLD,2049,Residential,Residential SNSG offset,Fast change,-1400.7034
QLD,2049,Residential,Residential SNSG offset,High DER,-920.2955
QLD,2049,Residential,Residential SNSG offset,Slow change,-1541.6735
QLD,2049,Residential,Residential SNSG offset,Step change,-1464.0981
QLD,2049,RooftopPV,Business,Central,3341.408
QLD,2049,RooftopPV,Business,Fast change,3832.527
QLD,2049,RooftopPV,Business,High DER,3750.1377
QLD,2049,RooftopPV,Business,Slow change,1269.1465
QLD,2049,RooftopPV,Business,Step change,4320.3213
QLD,2049,RooftopPV,Residential,Central,8304.831
QLD,2049,RooftopPV,Residential,Fast change,9640.364
QLD,2049,RooftopPV,Residential,High DER,10448.461
QLD,2049,RooftopPV,Residential,Slow change,6137.288
QLD,2049,RooftopPV,Residential,Step change,13163.471
QLD,2049,SmallNonScheduledGeneration,ONSG generation,Central,1794.1787
QLD,2049,SmallNonScheduledGeneration,ONSG generation,Fast change,1794.1787
QLD,2049,SmallNonScheduledGeneration,ONSG generation,High DER,1794.1787
QLD,2049,SmallNonScheduledGeneration,ONSG generation,Slow change,1313.883
QLD,2049,SmallNonScheduledGeneration,ONSG generation,Step change,2442.4646
QLD,2049,SmallNonScheduledGeneration,PVNSG generation,Central,4590.6294
QLD,2049,SmallNonScheduledGeneration,PVNSG generation,Fast change,4591.1304
QLD,2049,SmallNonScheduledGeneration,PVNSG generation,High DER,2643.5903
QLD,2049,SmallNonScheduledGeneration,PVNSG generation,Slow change,4314.9136
QLD,2049,SmallNonScheduledGeneration,PVNSG generation,Step change,4591.286
SA,2049,Business,Business SNSG offset,Central,-404.09625
SA,2049,Business,Business SNSG offset,Fast change,-545.0758
SA,2049,Business,Business SNSG offset,High DER,-1034.6068
SA,2049,Business,Business SNSG offset,Slow change,-235.84065
SA,2049,Business,Business SNSG offset,Step change,-1073.1053
SA,2049,Business,Large industrial loads,Central,3603.5276
SA,2049,Business,Large industrial loads,Fast change,3603.5276
SA,2049,Business,Large industrial loads,High DER,3603.5276
SA,2049,Business,Large industrial loads,Slow change,3609.4268
SA,2049,Business,Large industrial loads,Step change,3591.1716
SA,2049,Business,Small to medium enterprises,Central,5328.4795
SA,2049,Business,Small to medium enterprises,Fast change,5186.4795
SA,2049,Business,Small to medium enterprises,High DER,5483.616
SA,2049,Business,Small to medium enterprises,Slow change,5221.202
SA,2049,Business,Small to medium enterprises,Step change,3894.0923
SA,2049,ElectricVehicles,EV Load,Central,1732.965
SA,2049,ElectricVehicles,EV Load,Fast change,2193.07
SA,2049,ElectricVehicles,EV Load,High DER,2193.07
SA,2049,ElectricVehicles,EV Load,Slow change,850.1994
SA,2049,ElectricVehicles,EV Load,Step change,2467.4468
SA,2049,EnergyEfficiency,Business,Central,693.49713
SA,2049,EnergyEfficiency,Business,Fast change,693.49713
SA,2049,EnergyEfficiency,Business,High DER,693.49713
SA,2049,EnergyEfficiency,Business,Slow change,505.4519
SA,2049,EnergyEfficiency,Business,Step change,2511.1643
SA,2049,EnergyEfficiency,Residential,Central,836.3174
SA,2049,EnergyEfficiency,Residential,Fast change,836.3174
SA,2049,EnergyEfficiency,Residential,High DER,836.3174
SA,2049,EnergyEfficiency,Residential,Slow change,649.0686
SA,2049,EnergyEfficiency,Residential,Step change,1174.7448
SA,2049,Losses,Distribution losses,Central,705.9157
SA,2049,Losses,Distribution losses,Fast change,701.64984
SA,2049,Losses,Distribution losses,High DER,611.3406
SA,2049,Losses,Distribution losses,Slow change,655.5317
SA,2049,Losses,Distribution losses,Step change,582.4408
SA,2049,Losses,Transmission losses,Central,361.7063
SA,2049,Losses,Transmission losses,Fast change,358.45505
SA,2049,Losses,Transmission losses,High DER,317.34497
SA,2049,Losses,Transmission losses,Slow change,343.01187
SA,2049,Losses,Transmission losses,Step change,303.53012
SA,2049,Native,Native,Fast change,14380.883
SA,2049,Native,Native,High DER,13276.886
SA,2049,Native,Native,Slow change,13409.769
SA,2049,Native,Native,Step change,12971.979
SA,2049,Operational,,Central,13815.022
SA,2049,Operational,,Fast change,13690.845
SA,2049,Operational,,High DER,12120.685
SA,2049,Operational,,Slow change,13101.007
SA,2049,Operational,,Step change,11593.039
SA,2049,PriceImpact,,Central,53.41944
SA,2049,PriceImpact,,Fast change,53.419437
SA,2049,PriceImpact,,High DER,53.41944
SA,2049,PriceImpact,,Slow change,252.15819
SA,2049,PriceImpact,,Step change,10.6820135
SA,2049,Residential,Res grid demand,Central,2604.349
SA,2049,Residential,Res grid demand,Fast change,2337.7012
SA,2049,Residential,Res grid demand,High DER,1067.9862
SA,2049,Residential,Res grid demand,Slow change,2730.3965
SA,2049,Residential,Res grid demand,Step change,2133.2969
SA,2049,Residential,Residential SNSG offset,Central,-117.82433
SA,2049,Residential,Residential SNSG offset,Fast change,-144.96283
SA,2049,Residential,Residential SNSG offset,High DER,-121.594406
SA,2049,Residential,Residential SNSG offset,Slow change,-72.92102
SA,2049,Residential,Residential SNSG offset,Step change,-305.83453
SA,2049,RooftopPV,Business,Central,1092.7152
SA,2049,RooftopPV,Business,Fast change,1234.7148
SA,2049,RooftopPV,Business,High DER,937.57825
SA,2049,RooftopPV,Business,Slow change,739.37384
SA,2049,RooftopPV,Business,Step change,1327.9636
SA,2049,RooftopPV,Residential,Central,2099.298
SA,2049,RooftopPV,Residential,Fast change,2432.023
SA,2049,RooftopPV,Residential,High DER,4015.3057
SA,2049,RooftopPV,Residential,Slow change,1613.0659
SA,2049,RooftopPV,Residential,Step change,2957.0557
SA,2049,SmallNonScheduledGeneration,ONSG generation,Central,99.221596
SA,2049,SmallNonScheduledGeneration,ONSG generation,Fast change,99.221596
SA,2049,SmallNonScheduledGeneration,ONSG generation,High DER,99.221596
SA,2049,SmallNonScheduledGeneration,ONSG generation,Slow change,72.66031
SA,2049,SmallNonScheduledGeneration,ONSG generation,Step change,135.07307
SA,2049,SmallNonScheduledGeneration,PVNSG generation,Central,422.699
SA,2049,SmallNonScheduledGeneration,PVNSG generation,Fast change,590.817
SA,2049,SmallNonScheduledGeneration,PVNSG generation,High DER,1056.9796
SA,2049,SmallNonScheduledGeneration,PVNSG generation,Slow change,236.10136
SA,2049,SmallNonScheduledGeneration,PVNSG generation,Step change,1243.8668
TAS,2049,Business,Business SNSG offset,Central,-387.6412
TAS,2049,Business,Business SNSG offset,Fast change,-390.2372
TAS,2049,Business,Business SNSG offset,High DER,-463.421
TAS,2049,Business,Business SNSG offset,Slow change,-277.6967
TAS,2049,Business,Business SNSG offset,Step change,-513.29675
TAS,2049,Business,Large industrial loads,Central,6618.6997
TAS,2049,Business,Large industrial loads,Fast change,6618.6997
TAS,2049,Business,Large industrial loads,High DER,6618.6997
TAS,2049,Business,Large industrial loads,Slow change,5051.869
TAS,2049,Business,Large industrial loads,Step change,6530.2104
TAS,2049,Business,Small to medium enterprises,Central,1427.7462
TAS,2049,Business,Small to medium enterprises,Fast change,1414.3374
TAS,2049,Business,Small to medium enterprises,High DER,1281.7135
TAS,2049,Business,Small to medium enterprises,Slow change,1473.7454
TAS,2049,Business,Small to medium enterprises,Step change,1395.773
TAS,2049,ElectricVehicles,EV Load,Central,355.09348
TAS,2049,ElectricVehicles,EV Load,Fast change,685.0741
TAS,2049,ElectricVehicles,EV Load,High DER,685.0741
TAS,2049,ElectricVehicles,EV Load,Slow change,152.08287
TAS,2049,ElectricVehicles,EV Load,Step change,733.9338
TAS,2049,EnergyEfficiency,Business,Central,255.38026
TAS,2049,EnergyEfficiency,Business,Fast change,255.38026
TAS,2049,EnergyEfficiency,Business,High DER,255.38026
TAS,2049,EnergyEfficiency,Business,Slow change,185.48033
TAS,2049,EnergyEfficiency,Business,Step change,499.80554
TAS,2049,EnergyEfficiency,Residential,Central,361.32474
TAS,2049,EnergyEfficiency,Residential,Fast change,361.32474
TAS,2049,EnergyEfficiency,Residential,High DER,361.32474
TAS,2049,EnergyEfficiency,Residential,Slow change,327.20663
TAS,2049,EnergyEfficiency,Residential,Step change,447.74808
TAS,2049,Losses,Distribution losses,Central,216.17935
TAS,2049,Losses,Distribution losses,Fast change,230.25247
TAS,2049,Losses,Distribution losses,High DER,204.66481
TAS,2049,Losses,Distribution losses,Slow change,204.28207
TAS,2049,Losses,Distribution losses,Step change,247.16562
TAS,2049,Losses,Transmission losses,Central,244.52238
TAS,2049,Losses,Transmission losses,Fast change,251.1228
TAS,2049,Losses,Transmission losses,High DER,238.52573
TAS,2049,Losses,Transmission losses,Slow change,201.8009
TAS,2049,Losses,Transmission losses,Step change,253.73418
TAS,2049,Native,Native,Central,10393.031
TAS,2049,Native,Native,Fast change,10664.68
TAS,2049,Native,Native,High DER,10218.055
TAS,2049,Native,Native,Slow change,8548.662
TAS,2049,Native,Native,Step change,10888.582
TAS,2049,Operational,,Central,9931.644
TAS,2049,Operational,,Fast change,10203.265
TAS,2049,Operational,,High DER,9684.867
TAS,2049,Operational,,Slow change,8208.628
TAS,2049,Operational,,Step change,10263.394
TAS,2049,PriceImpact,,Central,7.437506
TAS,2049,PriceImpact,,Fast change,7.4374948
TAS,2049,PriceImpact,,High DER,7.437506
TAS,2049,PriceImpact,,Slow change,72.60701
TAS,2049,PriceImpact,,Step change,0.095339924
TAS,2049,Residential,Res grid demand,Central,1530.7897
TAS,2049,Residential,Res grid demand,Fast change,1465.1931
TAS,2049,Residential,Res grid demand,High DER,1189.3762
TAS,2049,Residential,Res grid demand,Slow change,1464.8824
TAS,2049,Residential,Res grid demand,Step change,1727.7654
TAS,2049,Residential,Residential SNSG offset,Central,-73.74649
TAS,2049,Residential,Residential SNSG offset,Fast change,-71.17767
TAS,2049,Residential,Residential SNSG offset,High DER,-69.76621
TAS,2049,Residential,Residential SNSG offset,Slow change,-62.337887
TAS,2049,Residential,Residential SNSG offset,Step change,-111.89228
TAS,2049,RooftopPV,Business,Central,133.98184
TAS,2049,RooftopPV,Business,Fast change,147.39055
TAS,2049,RooftopPV,Business,High DER,280.01447
TAS,2049,RooftopPV,Business,Slow change,52.965435
TAS,2049,RooftopPV,Business,Step change,155.13983
TAS,2049,RooftopPV,Residential,Central,358.40155
TAS,2049,RooftopPV,Residential,Fast change,439.44177
TAS,2049,RooftopPV,Residential,High DER,780.1305
TAS,2049,RooftopPV,Residential,Slow change,278.35687
TAS,2049,RooftopPV,Residential,Step change,519.71173
TAS,2049,SmallNonScheduledGeneration,ONSG generation,Central,453.2434
TAS,2049,SmallNonScheduledGeneration,ONSG generation,Fast change,453.2434
TAS,2049,SmallNonScheduledGeneration,ONSG generation,High DER,453.2434
TAS,2049,SmallNonScheduledGeneration,ONSG generation,Slow change,331.91165
TAS,2049,SmallNonScheduledGeneration,ONSG generation,Step change,617.01263
TAS,2049,SmallNonScheduledGeneration,PVNSG generation,Central,8.144298
TAS,2049,SmallNonScheduledGeneration,PVNSG generation,Fast change,8.171481
TAS,2049,SmallNonScheduledGeneration,PVNSG generation,High DER,79.9438
TAS,2049,SmallNonScheduledGeneration,PVNSG generation,Slow change,8.122913
TAS,2049,SmallNonScheduledGeneration,PVNSG generation,Step change,8.1763735
VIC,2049,Business,Business SNSG offset,Central,-1997.4989
VIC,2049,Business,Large industrial loads,Central,6296.167
VIC,2049,Business,Small to medium enterprises,Central,20915.748
VIC,2049,Business,Business SNSG offset,Fast change,-2089.7068
VIC,2049,Business,Large industrial loads,Fast change,6296.167
VIC,2049,Business,Small to medium enterprises,Fast change,20613.22
VIC,2049,Business,Business SNSG offset,High DER,-1834.9456
VIC,2049,Business,Large industrial loads,High DER,6296.167
VIC,2049,Business,Small to medium enterprises,High DER,20718.896
VIC,2049,Business,Business SNSG offset,Slow change,-1582.8584
VIC,2049,Business,Large industrial loads,Slow change,1992.892
VIC,2049,Business,Small to medium enterprises,Slow change,20948.81
VIC,2049,Business,Business SNSG offset,Step change,-2278.571
VIC,2049,Business,Large industrial loads,Step change,6295.938
VIC,2049,Business,Small to medium enterprises,Step change,17095.193
VIC,2049,ElectricVehicles,EV Load,Central,9614.3125
VIC,2049,ElectricVehicles,EV Load,Fast change,11320.929
VIC,2049,ElectricVehicles,EV Load,High DER,11320.929
VIC,2049,ElectricVehicles,EV Load,Slow change,5618.5527
VIC,2049,ElectricVehicles,EV Load,Step change,12891.607
VIC,2049,EnergyEfficiency,Business,Central,5269.525
VIC,2049,EnergyEfficiency,Residential,Central,2934.4612
VIC,2049,EnergyEfficiency,Business,Fast change,5269.525
VIC,2049,EnergyEfficiency,Residential,Fast change,2934.4612
VIC,2049,EnergyEfficiency,Business,High DER,5269.525
VIC,2049,EnergyEfficiency,Residential,High DER,2934.4612
VIC,2049,EnergyEfficiency,Business,Slow change,3901.3481
VIC,2049,EnergyEfficiency,Residential,Slow change,2450.7285
VIC,2049,EnergyEfficiency,Business,Step change,11213.806
VIC,2049,EnergyEfficiency,Residential,Step change,3733.1738
VIC,2049,Losses,Distribution losses,Central,2172.608
VIC,2049,Losses,Transmission losses,Central,1270.7976
VIC,2049,Losses,Distribution losses,Fast change,2186.8232
VIC,2049,Losses,Transmission losses,Fast change,1277.7759
VIC,2049,Losses,Distribution losses,High DER,2126.9265
VIC,2049,Losses,Transmission losses,High DER,1250.4275
VIC,2049,Losses,Distribution losses,Slow change,1919.322
VIC,2049,Losses,Transmission losses,Slow change,1027.5012
VIC,2049,Losses,Distribution losses,Step change,2117.8186
VIC,2049,Losses,Transmission losses,Step change,1237.1465
VIC,2049,Native,Native,Central,51368.832
VIC,2049,Native,Native,Fast change,51689.113
VIC,2049,Native,Native,High DER,50188.707
VIC,2049,Native,Native,Slow change,41535.95
VIC,2049,Native,Native,Step change,50614.56
VIC,2049,Operational,,Central,48556.594
VIC,2049,Operational,,Fast change,48823.285
VIC,2049,Operational,,High DER,47778.09
VIC,2049,Operational,,Slow change,39261.152
VIC,2049,Operational,,Step change,47266.715
VIC,2049,PriceImpact,,Central,229.7525
VIC,2049,PriceImpact,,Fast change,229.75241
VIC,2049,PriceImpact,,High DER,229.7525
VIC,2049,PriceImpact,,Slow change,229.50446
VIC,2049,PriceImpact,,Step change,81.48643
VIC,2049,Residential,Res grid demand,Central,11099.199
VIC,2049,Residential,Residential SNSG offset,Central,-814.74005
VIC,2049,Residential,Res grid demand,Fast change,9994.197
VIC,2049,Residential,Residential SNSG offset,Fast change,-776.121
VIC,2049,Residential,Res grid demand,High DER,8475.362
VIC,2049,Residential,Residential SNSG offset,High DER,-575.6725
VIC,2049,Residential,Res grid demand,Slow change,10028.871
VIC,2049,Residential,Residential SNSG offset,Slow change,-691.94006
VIC,2049,Residential,Res grid demand,Step change,10976.8545
VIC,2049,Residential,Residential SNSG offset,Step change,-1069.2747
VIC,2049,RooftopPV,Business,Central,3031.0803
VIC,2049,RooftopPV,Residential,Central,6917.9165
VIC,2049,RooftopPV,Business,Fast change,3333.6064
VIC,2049,RooftopPV,Residential,Fast change,8297.828
VIC,2049,RooftopPV,Business,High DER,3227.9316
VIC,2049,RooftopPV,Residential,High DER,10195.181
VIC,2049,RooftopPV,Business,Slow change,1009.4757
VIC,2049,RooftopPV,Residential,Slow change,5204.829
VIC,2049,RooftopPV,Business,Step change,3696.5928
VIC,2049,RooftopPV,Residential,Step change,11023.279
VIC,2049,SmallNonScheduledGeneration,ONSG generation,Central,1365.133
VIC,2049,SmallNonScheduledGeneration,PVNSG generation,Central,1447.1058
VIC,2049,SmallNonScheduledGeneration,ONSG generation,Fast change,1365.133
VIC,2049,SmallNonScheduledGeneration,PVNSG generation,Fast change,1500.6946
VIC,2049,SmallNonScheduledGeneration,ONSG generation,High DER,1365.133
VIC,2049,SmallNonScheduledGeneration,PVNSG generation,High DER,1045.485
VIC,2049,SmallNonScheduledGeneration,ONSG generation,Slow change,999.6915
VIC,2049,SmallNonScheduledGeneration,PVNSG generation,Slow change,1275.1069
VIC,2049,SmallNonScheduledGeneration,ONSG generation,Step change,1858.3931
VIC,2049,SmallNonScheduledGeneration,PVNSG generation,Step change,1489.4528
NEM,2050,Business,Business SNSG offset,Central,-10918.441
NEM,2050,Business,Business SNSG offset,Fast change,-11573.411
NEM,2050,Business,Business SNSG offset,High DER,-12418.212
NEM,2050,Business,Business SNSG offset,Slow change,-8827.228
NEM,2050,Business,Business SNSG offset,Step change,-14379.283
NEM,2050,Business,CSG,Central,6667.594
NEM,2050,Business,CSG,Fast change,6667.594
NEM,2050,Business,CSG,High DER,6667.594
NEM,2050,Business,CSG,Slow change,3481.104
NEM,2050,Business,CSG,Step change,7048.6016
NEM,2050,Business,Large industrial loads,Central,43540.09
NEM,2050,Business,Large industrial loads,Fast change,43540.09
NEM,2050,Business,Large industrial loads,High DER,43540.09
NEM,2050,Business,Large industrial loads,Slow change,21457.81
NEM,2050,Business,Large industrial loads,Step change,43665.316
NEM,2050,Business,Small to medium enterprises,Central,77998.86
NEM,2050,Business,Small to medium enterprises,Fast change,76619.52
NEM,2050,Business,Small to medium enterprises,High DER,77720.664
NEM,2050,Business,Small to medium enterprises,Slow change,78466.85
NEM,2050,Business,Small to medium enterprises,Step change,70121.336
NEM,2050,ElectricVehicles,EV Load,Central,30441.398
NEM,2050,ElectricVehicles,EV Load,Fast change,39464.996
NEM,2050,ElectricVehicles,EV Load,High DER,39464.996
NEM,2050,ElectricVehicles,EV Load,Slow change,17099.451
NEM,2050,ElectricVehicles,EV Load,Step change,41666.785
NEM,2050,EnergyEfficiency,Business,Central,17268.879
NEM,2050,EnergyEfficiency,Business,Fast change,17268.879
NEM,2050,EnergyEfficiency,Business,High DER,17268.879
NEM,2050,EnergyEfficiency,Business,Slow change,12907.529
NEM,2050,EnergyEfficiency,Business,Step change,36816.574
NEM,2050,EnergyEfficiency,Residential,Central,11313.534
NEM,2050,EnergyEfficiency,Residential,Fast change,11313.534
NEM,2050,EnergyEfficiency,Residential,High DER,11313.534
NEM,2050,EnergyEfficiency,Residential,Slow change,9031.225
NEM,2050,EnergyEfficiency,Residential,Step change,15056.6875
NEM,2050,Losses,Distribution losses,Central,7983.3066
NEM,2050,Losses,Distribution losses,Fast change,8154.4614
NEM,2050,Losses,Distribution losses,High DER,7811.575
NEM,2050,Losses,Distribution losses,Slow change,7252.8374
NEM,2050,Losses,Distribution losses,Step change,7873.555
NEM,2050,Losses,Transmission losses,Central,5010.441
NEM,2050,Losses,Transmission losses,Fast change,5098.049
NEM,2050,Losses,Transmission losses,High DER,4932.6206
NEM,2050,Losses,Transmission losses,Slow change,4016.8713
NEM,2050,Losses,Transmission losses,Step change,4950.305
NEM,2050,Native,Native,Central,216952.38
NEM,2050,Native,Native,Fast change,220971.98
NEM,2050,Native,Native,High DER,214469.66
NEM,2050,Native,Native,Slow change,174621.22
NEM,2050,Native,Native,Step change,218856.88
NEM,2050,Operational,,Central,202066.4
NEM,2050,Operational,,Fast change,205503.4
NEM,2050,Operational,,High DER,198475.28
NEM,2050,Operational,,Slow change,162040.3
NEM,2050,Operational,,Step change,199081.62
NEM,2050,PriceImpact,,Central,776.18646
NEM,2050,PriceImpact,,Fast change,776.18634
NEM,2050,PriceImpact,,High DER,776.18646
NEM,2050,PriceImpact,,Slow change,792.0877
NEM,2050,PriceImpact,,Step change,408.39343
NEM,2050,Residential,Res grid demand,Central,45310.69
NEM,2050,Residential,Res grid demand,Fast change,41427.27
NEM,2050,Residential,Res grid demand,High DER,34332.105
NEM,2050,Residential,Res grid demand,Slow change,42846.29
NEM,2050,Residential,Res grid demand,Step change,43530.977
NEM,2050,Residential,Residential SNSG offset,Central,-3967.5273
NEM,2050,Residential,Residential SNSG offset,Fast change,-3895.1694
NEM,2050,Residential,Residential SNSG offset,High DER,-3576.1614
NEM,2050,Residential,Residential SNSG offset,Slow change,-3753.6907
NEM,2050,Residential,Residential SNSG offset,Step change,-5395.957
NEM,2050,RooftopPV,Business,Central,11829.079
NEM,2050,RooftopPV,Business,Fast change,13208.409
NEM,2050,RooftopPV,Business,High DER,12107.273
NEM,2050,RooftopPV,Business,Slow change,4516.32
NEM,2050,RooftopPV,Business,Step change,14548.302
NEM,2050,RooftopPV,Residential,Central,25786.28
NEM,2050,RooftopPV,Residential,Fast change,30642.064
NEM,2050,RooftopPV,Residential,High DER,39506.28
NEM,2050,RooftopPV,Residential,Slow change,19329.645
NEM,2050,RooftopPV,Residential,Step change,40279.68
NEM,2050,SmallNonScheduledGeneration,ONSG generation,Central,5686.818
NEM,2050,SmallNonScheduledGeneration,ONSG generation,Fast change,5686.818
NEM,2050,SmallNonScheduledGeneration,ONSG generation,High DER,5686.818
NEM,2050,SmallNonScheduledGeneration,ONSG generation,Slow change,4105.2197
NEM,2050,SmallNonScheduledGeneration,ONSG generation,Step change,7864.573
NEM,2050,SmallNonScheduledGeneration,PVNSG generation,Central,9199.15
NEM,2050,SmallNonScheduledGeneration,PVNSG generation,Fast change,9781.763
NEM,2050,SmallNonScheduledGeneration,PVNSG generation,High DER,10307.555
NEM,2050,SmallNonScheduledGeneration,PVNSG generation,Slow change,8475.699
NEM,2050,SmallNonScheduledGeneration,PVNSG generation,Step change,11910.667
NSW,2050,Business,Business SNSG offset,Central,-3091.675
NSW,2050,Business,Business SNSG offset,Fast change,-3405.7307
NSW,2050,Business,Business SNSG offset,High DER,-5440.5693
NSW,2050,Business,Business SNSG offset,Slow change,-2497.2275
NSW,2050,Business,Business SNSG offset,Step change,-4757.039
NSW,2050,Business,Large industrial loads,Central,14169.219
NSW,2050,Business,Large industrial loads,Fast change,14169.219
NSW,2050,Business,Large industrial loads,High DER,14169.219
NSW,2050,Business,Large industrial loads,Slow change,5238.8184
NSW,2050,Business,Large industrial loads,Step change,14194.974
NSW,2050,Business,Small to medium enterprises,Central,28458.04
NSW,2050,Business,Small to medium enterprises,Fast change,28024.725
NSW,2050,Business,Small to medium enterprises,High DER,28551.322
NSW,2050,Business,Small to medium enterprises,Slow change,29167.068
NSW,2050,Business,Small to medium enterprises,Step change,23192.91
NSW,2050,ElectricVehicles,EV Load,Central,11905.023
NSW,2050,ElectricVehicles,EV Load,Fast change,14294.278
NSW,2050,ElectricVehicles,EV Load,High DER,14294.278
NSW,2050,ElectricVehicles,EV Load,Slow change,6700.727
NSW,2050,ElectricVehicles,EV Load,Step change,14870.225
NSW,2050,EnergyEfficiency,Business,Central,6191.698
NSW,2050,EnergyEfficiency,Business,Fast change,6191.698
NSW,2050,EnergyEfficiency,Business,High DER,6191.698
NSW,2050,EnergyEfficiency,Business,Slow change,4731.488
NSW,2050,EnergyEfficiency,Business,Step change,14154.701
NSW,2050,EnergyEfficiency,Residential,Central,4530.2456
NSW,2050,EnergyEfficiency,Residential,Fast change,4530.2456
NSW,2050,EnergyEfficiency,Residential,High DER,4530.2456
NSW,2050,EnergyEfficiency,Residential,Slow change,3445.9368
NSW,2050,EnergyEfficiency,Residential,Step change,6202.1914
NSW,2050,Losses,Distribution losses,Central,2981.952
NSW,2050,Losses,Distribution losses,Fast change,2998.044
NSW,2050,Losses,Distribution losses,High DER,2783.9543
NSW,2050,Losses,Distribution losses,Slow change,2742.777
NSW,2050,Losses,Distribution losses,Step change,2750.4885
NSW,2050,Losses,Transmission losses,Central,1695.8658
NSW,2050,Losses,Transmission losses,Fast change,1701.1941
NSW,2050,Losses,Transmission losses,High DER,1573.7117
NSW,2050,Losses,Transmission losses,Slow change,1369.954
NSW,2050,Losses,Transmission losses,Step change,1560.9122
NSW,2050,Native,Native,Central,78513.57
NSW,2050,Native,Native,Fast change,79106.62
NSW,2050,Native,Native,High DER,75989.71
NSW,2050,Native,Native,Slow change,63633.1
NSW,2050,Native,Native,Step change,75249.1
NSW,2050,Operational,,Central,74021.84
NSW,2050,Operational,,Fast change,74254.52
NSW,2050,Operational,,High DER,68687.6
NSW,2050,Operational,,Slow change,59799.375
NSW,2050,Operational,,Step change,68115.37
NSW,2050,PriceImpact,,Central,316.72647
NSW,2050,PriceImpact,,Fast change,316.72647
NSW,2050,PriceImpact,,High DER,316.72647
NSW,2050,PriceImpact,,Slow change,196.98871
NSW,2050,PriceImpact,,Step change,221.74689
NSW,2050,Residential,Res grid demand,Central,19303.467
NSW,2050,Residential,Res grid demand,Fast change,17919.158
NSW,2050,Residential,Res grid demand,High DER,14617.224
NSW,2050,Residential,Res grid demand,Slow change,18413.758
NSW,2050,Residential,Res grid demand,Step change,18679.594
NSW,2050,Residential,Residential SNSG offset,Central,-1400.0442
NSW,2050,Residential,Residential SNSG offset,Fast change,-1446.3646
NSW,2050,Residential,Residential SNSG offset,High DER,-1861.5405
NSW,2050,Residential,Residential SNSG offset,Slow change,-1336.4963
NSW,2050,Residential,Residential SNSG offset,Step change,-2376.694
NSW,2050,RooftopPV,Business,Central,3958.7346
NSW,2050,RooftopPV,Business,Fast change,4392.0493
NSW,2050,RooftopPV,Business,High DER,3865.452
NSW,2050,RooftopPV,Business,Slow change,1396.523
NSW,2050,RooftopPV,Business,Step change,4813.366
NSW,2050,RooftopPV,Residential,Central,7754.3545
NSW,2050,RooftopPV,Residential,Fast change,9484.927
NSW,2050,RooftopPV,Residential,High DER,13612.016
NSW,2050,RooftopPV,Residential,Slow change,5821.651
NSW,2050,RooftopPV,Residential,Step change,12038.242
NSW,2050,SmallNonScheduledGeneration,ONSG generation,Central,1975.0411
NSW,2050,SmallNonScheduledGeneration,ONSG generation,Fast change,1975.0411
NSW,2050,SmallNonScheduledGeneration,ONSG generation,High DER,1975.0411
NSW,2050,SmallNonScheduledGeneration,ONSG generation,Slow change,1414.2544
NSW,2050,SmallNonScheduledGeneration,ONSG generation,Step change,2761.1003
NSW,2050,SmallNonScheduledGeneration,PVNSG generation,Central,2516.678
NSW,2050,SmallNonScheduledGeneration,PVNSG generation,Fast change,2877.0542
NSW,2050,SmallNonScheduledGeneration,PVNSG generation,High DER,5327.069
NSW,2050,SmallNonScheduledGeneration,PVNSG generation,Slow change,2419.4695
NSW,2050,SmallNonScheduledGeneration,PVNSG generation,Step change,4372.633
QLD,2050,Business,Business SNSG offset,Central,-4979.809
QLD,2050,Business,Business SNSG offset,Fast change,-5083.8315
QLD,2050,Business,Business SNSG offset,High DER,-3578.9912
QLD,2050,Business,Business SNSG offset,Slow change,-4178.8843
