Actor Id,Organisation Name,RegistrationDate,Date of Change,ABN /CAN /ARBN /Other,Region,Role,Business Structure,Relationships,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,COMMONWEALTH DEPARTMENT OF THE ENVIRONMENT AND HERITAGE,2007-03-01,2007-03-08,34190894983,ACT,GOVAUTHORITY,Commonwealth Government Entity,"(279,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,DEPARTMENT OF THE ENVIRONMENT AND WATER RESOURCES,2007-03-08,2007-12-10,34190894983,ACT,GOVAUTHORITY,Commonwealth Government Entity,"(280,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,DEPARTMENT OF THE ENVIRONMENT WATER HERITAGE AND THE ARTS,2007-12-10,2010-09-14,34190894983,ACT,GOVAUTHORITY,Commonwealth Government Entity,"(281,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,DEPARTMENT OF SUSTAINABILITY ENVIRONMENT WATER POPULATION AND COMMUNITIES,2010-09-14,2013-09-27,34190894983,ACT,GOVAUTHORITY,Commonwealth Government Entity,"(282,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,DEPARTMENT OF THE ENVIRONMENT,2013-09-27,2016-07-19,34190894983,ACT,GOVAUTHORITY,Commonwealth Government Entity,"(283,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,DEPARTMENT OF THE ENVIRONMENT AND ENERGY,2016-07-19,2020-10-16,34190894983,ACT,GOVAUTHORITY,Commonwealth Government Entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,GOVERNOR OF SA,2000-07-01,2020-10-16,65528840245,SA,GOVAUTHORITY,State Government Entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,Department of the Premier and Cabinet SA,1999-11-01,2020-10-16,94500415644,SA,GOVAUTHORITY,State Government Entity,"(341,6)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,OSAKA GAS AUSTRALIA PTY LTD,2000-06-08,2020-10-16,49093246381,WA,GENERATOR,Australian Private Company,"(287,6)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,OSAKA GAS ENERGY OCEANIA PTY LTD,2009-09-17,2020-10-16,62139516064,QLD,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,APA group (Business name of AUSTRALIAN PIPELINE LIMITED),2000-02-02,2020-10-16,99091344704,NSW,NETWORKOP,Australian Public Company,"(289,6)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,AUSTRALIAN PIPELINE TRUST,2000-02-18,2020-10-16,21858175226,NSW,INVESTOR,Public Trading trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,THE BROKEN HILL PROPRIETARY COMPANY LIMITED,1999-11-01,2000-11-24,49004028077,VIC,INDUSTRY,Australian Public Company,"(291,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,BHP LIMITED,2000-11-24,2001-07-16,49004028077,VIC,INDUSTRY,Australian Public Company,"(292,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,BHP BILLITON LIMITED,2001-07-16,2018-11-19,49004028077,VIC,INDUSTRY,Australian Public Company,"(293,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,BHP GROUP LIMITED,2018-11-19,2020-10-16,49004028077,VIC,INDUSTRY,Australian Public Company,"(294,1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,BHP FINANCE LIMITED,1999-11-01,2002-05-09,82008519319,VIC,INDUSTRY,Australian Public Company,"(295,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,BHP BILLITON FINANCE LIMITED,2002-05-09,2020-10-16,82008519319,VIC,INDUSTRY,Australian Public Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,ESSO AUSTRALIA Ltd(Exxon Mobil),1999-11-01,2000-04-22,49000018566,VIC,INDUSTRY,Australian Private Company,"(297,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,ESSO AUSTRALIA PTY Ltd(Exxon Mobil),2000-04-22,2020-10-16,49000018566,VIC,INDUSTRY,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,MITSUI & CO LTD,1999-11-01,2020-10-16,88001855465,VIC,INVESTOR,Other Incorporated Entity,"(299,1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,MITSUI & CO. (AUSTRALIA) LTD.,2000-04-12,2020-10-16,64004349795,VIC,INVESTOR,Australian Public Company,"(378,7)","(766,7)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,H.R.L. MORRISON & CO (AUSTRALIA) NO 1 PTY LIMITED,2016-04-01,2020-10-16,86605724696,NSW,INVESTOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,HRL MORRISON & CO (AUSTRALIA) PTY LTD,2000-11-07,2020-10-16,39073922102,NSW,INVESTOR,Australian Private Company,"(300,6)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,MORRISON & CO ADVISORY SERVICES PTY LIMITED,2000-10-01,2000-11-07,39073922102,NSW,INVESTOR,Australian Private Company,"(301,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,Skyfirst Power SDN. BHD. (part of Malakoff Corporation Berhad group),2013-04-01,2020-10-16,20251348039,VIC,INVESTOR,Other Incorporated Entity,"(304,1)","(307,1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,WIND MACARTHUR HOLDINGS (T) PTY LIMITED,2013-06-05,2020-10-16,65164122678,VIC,INVESTOR,Australian Private Company,"(305,1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,WIND MACARTHUR (T) PTY LIMITED,2013-06-05,2020-10-16,67164123497,VIC,INVESTOR,Australian Private Company,"(306,1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,WIND MACARTHUR FINCO PTY LIMITED,2013-06-05,2020-10-16,59164130250,VIC,INVESTOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,MALAKOFF AUSTRALIA PTY LTD,2013-06-07,2020-10-16,65164167239,VIC,INVESTOR,Australian Private Company,"(308,1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,MALAKOFF HOLDINGS PTY LTD,2013-06-07,2020-10-16,69164167257,VIC,INVESTOR,Australian Private Company,"(309,1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,MALAKOFF WIND MACARTHUR HOLDINGS PTY LIMITED,2010-10-27,2013-06-28,40124445094,VIC,INVESTOR,Australian Private Company,"(312,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,Three River Holdings Pty Limited,2007-03-16,2008-08-18,40124445094,VIC,INDUSTRY,Australian Private Company,"(311,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,MERIDIAN ENERGY AUSTRALIA PTY LIMITED,2008-08-18,2010-10-27,40124445094,VIC,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,MERIDIAN WIND MACARTHUR HOLDINGS PTY LIMITED,2013-06-28,2020-10-16,40124445094,VIC,INVESTOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,MALAKOFF WIND MACARTHUR PTY Limited,2013-06-28,2020-10-16,60124383688,VIC,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,MERIDIAN WIND MACARTHUR PTY LIMITED,2013-02-21,2013-06-28,60124383688,VIC,INVESTOR,Australian Private Company,"(313,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,Three River Australia Pty Limited,2007-03-16,2013-02-21,60124383688,VIC,INDUSTRY,Australian Private Company,"(314,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,DEUTSCHE LIFE LIMITED,2000-05-29,2000-06-22,44072486938,NSW,INVESTOR,Australian Public Company,"(317,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,CHALLENGER LIFE NO. 2 LIMITED,2000-06-22,2009-05-09,44072486938,NSW,INVESTOR,Australian Public Company,"(318,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,CHALLENGER LIFE COMPANY LIMITED,2009-05-09,2020-10-16,44072486938,NSW,INVESTOR,Australian Public Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,RES AUSTRALIA PTY LTD,2003-10-10,2020-10-16,55106637754,NSW,GENERATOR,Australian Private Company,"(380,7)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,GE SMALLWORLD (AUSTRALIA) PTY LTD,2000-03-18,2006-11-16,47003760790,VIC,INVESTOR,Australian Private Company,"(321,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,GE ENERGY AUSTRALIA PTY LTD,2006-11-16,2020-10-16,47003760790,VIC,INVESTOR,Australian Private Company,"(380,7)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,DOWNER EDI LIMITED,2000-05-29,2020-10-16,97003872848,NSW,INVESTOR,Australian Public Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,"Partners Group Private Markets (Australia) Pty. Ltd., Australia",2018-07-01,2020-10-16,13624981282,NSW,INVESTOR,Australian Private Company,"(380,7)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,OPTrust (The Trustee for OP Trust),2019-02-14,2020-10-16,18621337848,QLD,INVESTOR,Discretionary Investment Trust,"(245,3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,Energy Infrastructure Trust (Infrastructure Capital Group),2005-04-01,2020-10-16,23779151748,VIC,INVESTOR,Public Trading trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,BABCOCK & BROWN WIND PARTNERS LIMITED,2003-06-11,2009-04-29,39105051616,NSW,GENERATOR,Australian Public Company,"(327,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,INFIGEN ENERGY LIMITED,2009-04-29,2020-10-16,39105051616,NSW,GENERATOR,Australian Public Company,"(386,1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,EURUS ENERGY AUSTRALIA DEVELOPMENT PTY LTD,2015-10-01,2020-10-16,16607975351,NSW,GENERATOR,Australian Private Company,"(329,6)","(389,7)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,EURUS ENERGY AUSTRALIA PTY Ltd(Eurus Technical Service Corporation),2012-04-30,2020-10-16,56158078445,NSW,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,TOYOTA TSUSHO (AUSTRALASIA) PTY LTD,2000-02-29,2000-05-30,24056847315,VIC,INVESTOR,Australian Private Company,"(332,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,TOYOTA TSUSHO (AUSTRALASIA) PTY LIMITED,1999-11-25,2000-02-29,24056847315,VIC,INVESTOR,Australian Private Company,"(330,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,TOYOTA TSUSHO (AUSTRALASIA) PTY. LIMITED,2000-05-30,2020-10-16,24056847315,VIC,INVESTOR,Australian Private Company,"(329,1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,TEPCO PTY. LTD.,2000-03-01,2020-10-16,59058639624,VIC,INDUSTRY,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,TRANSFIELD SERVICES INFRASTRUCTURE LIMITED,2008-11-20,2011-07-15,31106617332,NSW,GENERATOR,Australian Private Company,"(335,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,RATCH - AUSTRALIA CORPORATION LIMITED,2011-07-15,2018-08-21,31106617332,NSW,GENERATOR,Australian Private Company,"(336,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,RATCH - AUSTRALIA CORPORATION PTY LTD,2018-08-21,2020-10-16,31106617332,NSW,GENERATOR,Australian Private Company,"(537,1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,FERROVIAL SERVICES AUSTRALIA PTY LTD,2015-11-27,2020-10-16,74609542556,NSW,INVESTOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,NEOEN AUSTRALIA PTY. LTD.,2012-10-23,2020-10-16,57160905706,NSW,GENERATOR,Australian Private Company,"(383,1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,NATIONAL ELECTRICITY MARKET MANAGEMENT COMPANY LIMITED,2000-05-02,2009-07-01,94072010327,VIC,MARKET,Australian Public Company,"(340,2)","(492,3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,AEMO (Australian Energy Market Operator),2009-07-01,2020-10-16,94072010327,VIC,MARKET,Australian Public Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,COAG Energy Council,1992-01-01,2020-10-16,noabn00209,COMMONWEALTH,GOVAUTHORITY,Australian Ministerial Forum,"(344,1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,AER (Australian Energy Regulator),2005-07-01,2020-10-16,noabn00210,OTHER,OTHERAUTHORITY,Commonwealth Government Entity,"(344,6)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,ACCC (Australian Compettition and Consumer Commission),1999-11-01,2020-10-16,94410483623,ACT,ENERGYINSTITUTION,Commonwealth Government Entity,"(343,1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,AEMC (Australian Energy Market Commission),2004-06-02,2020-10-16,49236270144,NSW,GOVAUTHORITY,State Government Statutory Authority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,Energy Networks Australia (ENA) - Energy Networks Association Limited,2003-11-26,2020-10-16,75106735406,VIC,ENERGYINSTITUTION,Australian Public Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,Energy Consumers Australia (ECA) - ENERGY CONSUMERS AUSTRALIA LIMITED,2015-02-16,2020-10-16,96603931326,NSW,ENERGYINSTITUTION,Australian Public Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,Infratil Energy Australia Pty Ltd,2005-07-14,2014-09-23,87115291042,VIC,GENERATOR,Australian Private Company,"(348,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,LUMO GENERATION SA PTY LTD,2014-09-23,2020-10-16,87115291042,VIC,GENERATOR,Australian Private Company,"(415,4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,SELLICKS HILL WIND FARM PTY LTD,2002-07-08,2014-06-23,13101038386,VIC,GENERATOR,Australian Private Company,"(350,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,GSP Energy Pty Ltd,2014-06-23,2020-10-16,13101038386,VIC,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
