Actor Id,Organisation Name,RegistrationDate,Date of Change,ABN /CAN /ARBN /Other,Region,Role,Business Structure,Relationships,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,YD PROJECTS PTY LTD,2013-12-12,2020-10-16,50156004732,ACT,SERVICES,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,Snowtown South Wind Farm Pty Ltd,2012-03-21,2020-10-16,50156407313,VIC,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,The Trustee for Sustainable Energy Infrastructure Trust,2018-04-20,2020-10-16,50746683694,ACT,GENERATOR,Fixed Unit Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,NewGen Braemar 2 Partnership ERM Braemar 2 Pty Ltd(ABN 63 127 500 949) and Arrow Southern Generation Pty Ltd,2007-12-07,2020-10-16,51128813490,QLD,GENERATOR,Australian Private Company,"(774,4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,NEW SOUTH WALES SUGAR MILLING CO OPERATIVE LIMITED,2000-03-20,2018-11-14,52051052209,NSW,GENERATOR,Other Unincorporated Entity,"(723,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,NEW SOUTH WALES SUGAR MILLING CO-OPERATIVE LIMITED,2018-11-14,2020-10-16,52051052209,NSW,GENERATOR,Other Unincorporated Entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,TARONG ENERGY CORPORATION PTY LTD,2000-02-25,2020-10-16,52078848736,QLD,GENERATOR,Australian Private Company,"(734,4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,Alinta Network Services Pty Ltd,2003-06-01,2006-04-05,52104352650,VIC,NETWORKOP,Australian Private Company,"(726,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,ALINTA ASSET MANAGEMENT PTY LTD,2006-04-05,2009-06-18,52104352650,VIC,GENERATOR,Australian Private Company,"(727,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,JEMENA ASSET MANAGEMENT (6) PTY LTD,2009-06-18,2012-08-02,52104352650,VIC,NETWORKOP,Australian Private Company,"(728,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,ZNX (2) PTY LTD,2012-08-02,2020-10-16,52104352650,VIC,NETWORKOP,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,Lincoln Gap Wind Farm Pty Limited,2008-09-23,2020-10-16,52133372595,VIC,INTENDING,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,TARALGA WIND FARM NOMINEES NO 1 PTY LTD,2012-09-20,2020-10-16,52159439611,VIC,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,URTH ENERGY PTY. LTD.,2014-09-08,2020-10-16,52601693109,NSW,UTILITY_RETAILER,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,Rise Renewables Pty Ltd,2017-09-08,2020-10-16,53621541348,NSW,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,CS Energy Limited,2000-04-12,2020-10-16,54078848745,QLD,GENERATOR,Australian Public Company,"(817,4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,STARFISH HILL WIND FARM PTY LTD,2002-02-28,2020-10-16,54099761261,NSW,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,Braemar Power Project Pty Ltd,2005-03-29,2020-10-16,54113386600,NSW,GENERATOR,Australian Private Company,"(591,4)","(847,4)","(873,4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,AGL LYP 4  B.V.,1999-11-01,2020-10-16,55073074530,NSW,GENERATOR,Other Incorporated Entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,North Brown Hill Pty Limited,2009-02-23,2020-10-16,55135520222,NSW,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,TILT RENEWABLES LIMITED,2016-09-01,2020-10-16,55613749616,VIC,INTENDING,Other Incorporated Entity,"(697,1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,Biosar Australia Pty Ltd,2017-08-01,2020-10-16,55620817665,VIC,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,Oakey Power Holdings Pty Ltd,1999-11-01,2020-10-16,56075260794,QLD,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,TN POWER PTY LTD,2002-02-26,2020-10-16,56099730042,QLD,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,LYB Ventures Australia Pty Ltd,2000-04-06,2020-10-16,57055984499,NSW,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,AGL ENERGY SERVICES LIMITED,2000-03-18,2003-05-06,57074821720,NSW,GENERATOR,Australian Private Company,"(231,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,CWP Renewables Pty Ltd,2007-08-31,2020-10-16,57127205645,SA,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,Nexif Energy Australia Pty Ltd,2016-03-11,2020-10-16,57611276236,VIC,GENERATOR,Australian Private Company,"(659,6)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,ESCO Pacific Asset Management Pty Ltd,2018-07-01,2020-10-16,57623340376,VIC,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,Royalla Asset Pty LtdATF Royalla Asset Trust,2013-07-22,2020-10-16,58169071887,NSW,GENERATOR,Fixed Unit Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,WINDY HILL WIND FARM PTY LTD,2007-08-31,2020-10-16,60126722094,QLD,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,FRV Services Australia Pty Limited,2011-06-14,2020-10-16,60151469662,NSW,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,Kidston Solar Co Pty Ltd(614 272 954) ATF The Kidston Solar Property Trust,2016-08-16,2020-10-16,60659240152,NSW,GENERATOR,Fixed Unit Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,AWF Prop Co 2 Pty Ltd as trustee for AWF Prop Trust 2,2015-06-04,2020-10-16,61446383749,NSW,GENERATOR,Fixed Unit Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,QENOS PTY LTD,2000-03-21,2020-10-16,62054196771,VIC,INDUSTRY,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,OZ MINERALS PROMINENT HILL OPERATIONS PTY LTD,2000-07-01,2020-10-16,63091546691,SA,INDUSTRY,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,Woolnorth Studland Bay Wind Farm Pty Ltd,2004-12-01,2020-10-16,63111996377,TAS,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,Finley Solar Farm Pty Ltd(ABN 89 616 527 621) as trustee for the Finley Solar Trust,2018-08-03,2020-10-16,63656675511,VIC,GENERATOR,Fixed Unit Trust,"(646,4)","(859,4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,TRARALGON POWER PTY. LTD.,2000-05-05,2020-10-16,64056292623,NSW,UTILITY_RETAILER,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,Sapphire Wind Farm Pty Ltd,2010-04-30,2020-10-16,64143399277,SA,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,WARATAH ENERGY PTY LTD,2013-11-15,2020-10-16,64166785619,QLD,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,KIMBERLY-CLARK AUSTRALIA PTY LTD,2000-03-24,2020-10-16,65000032333,NSW,INDUSTRY,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,RATCH-Australia Townsville Pty Limited,1999-11-01,2020-10-16,65075001991,NSW,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,Bungala One Operations Pty Ltd as the Trustee for the Bungala One Operations Trust,2016-08-29,2020-10-16,65449871039,VIC,GENERATOR,Fixed Unit Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,Cochrane Dam Pty Ltd,2016-06-21,2020-10-16,65613015768,NSW,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,LYB Operations and Maintenance Pty Ltd,2000-05-05,2020-10-16,66055563696,VIC,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,ERGON ENERGY PTY LTD,1999-11-01,2006-11-09,66078875902,NSW,UTILITY_RETAILER,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,POWERDIRECT AUSTRALIA PTY LTD,2006-11-09,2007-03-01,66078875902,NSW,UTILITY_RETAILER,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,SYNERGEN POWER PTY LIMITED,2000-06-06,2020-10-16,66092560819,SA,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,The Trustee for Superman Energy Unit Trust,2014-05-21,2020-10-16,66532053622,VIC,INTENDING,Fixed Unit Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,LIMONDALE SUN FARM PTY LTD,2017-02-22,2020-10-16,66617558728,VIC,INTENDING,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,SUNSHINE RENEWABLE ENERGY PTY LTD,2001-09-01,2013-11-08,67095991638,NSW,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,CAPE BYRON POWER II PTY LTD,2013-11-08,2020-10-16,67095991638,NSW,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,Mt Millar Wind Farm Pty Ltd,2004-01-19,2020-10-16,67107673361,NSW,GENERATOR,Australian Private Company,"(881,4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,AUSGRID,2011-03-30,2017-06-02,67505337385,NSW,NETWORKOP,State Government Entity,"(545,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,TOMAGO ALUMINIUM COMPANY PTY LTD,2000-03-01,2020-10-16,68001862228,NSW,INDUSTRY,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,Arrow Energy Trading Pty Ltd,2009-08-24,2020-10-16,68139053133,QLD,GENERATOR,Australian Private Company,"(777,4)","(854,4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,EDL LFG (VIC) Pty Ltd,2004-03-08,2020-10-16,69061503348,QLD,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,EnergyAustralia Tallawarra Pty Ltd,2000-05-29,2020-10-16,69081074142,VIC,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,APA Operations (EII) Pty Limited,2008-12-03,2020-10-16,69134460496,NSW,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,SOUTH AUSTRALIAN WATER CORPORATION,1999-11-01,2020-10-16,69336525019,SA,GENERATOR,State Government Entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,DUKE ENERGY AUSTRALIA TRADING AND MARKETING PTY LTD,1999-11-01,2004-05-05,70083050168,WA,NETWORKOP,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,ALINTA EATM PTY LTD,2004-05-05,2011-03-24,70083050168,WA,NETWORKOP,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,Aurora Energy (Tamar Valley) Pty Ltd/REDBANCK EATM LTD,2011-03-24,2020-10-16,70083050168,WA,NETWORKOP,Australian Private Company,"(563,4)","(826,4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,EarthPower Technologies Sydney Pty Ltd,2000-06-25,2020-10-16,71085528427,NSW,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,WINCONNECT PTY LTD,2005-07-01,2020-10-16,71112175710,VIC,NETWORKOP,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,STOCKYARD HILL WIND FARM PTY LTD,2006-02-01,2020-10-16,71118119501,NSW,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,PHOTON ENERGY ENGINEERING AUSTRALIA PTY. LTD.,2012-08-17,2020-10-16,71159386295,NSW,SERVICES,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,TOTAL GAS & POWER ASIA PRIVATE LIMITED,2014-08-01,2020-10-16,71161771286,OTHER,GENERATOR,Other Incorporated Entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,Clare Asset Co Pty Ltd as the Trustee for Clare Asset Trust,2016-11-25,2020-10-16,72989713062,NSW,GENERATOR,Fixed Unit Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,POWER FACILITIES PTY LIMITED,2000-06-07,2001-06-26,73056452601,NSW,GENERATOR,Australian Private Company,"(930,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,Lincoln Gap Wind Farm (Operations) Pty Ltd,2013-06-19,2020-10-16,73164355195,VIC,GENERATOR,Australian Private Company,"(659,4)","(729,4)","(745,4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,MELBOURNE HEALTH,1999-11-01,2020-10-16,73802706972,VIC,INDUSTRY,State Government Entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,Hallet 5 Pty Ltd,2011-11-15,2020-10-16,74154281160,NSW,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,ONESUN CAPITAL 10MW OPERATING PTY LTD,2016-06-22,2020-10-16,75159029017,VIC,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,Delta Electricity,2013-03-05,2020-10-16,75162696335,NSW,GENERATOR,Australian Private Company,"(758,4)","(857,4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
