year,region,lga_code,lga_name,vifsa_district,couple_with_children,couple_without_children,one_parent_family,other_family,group_household,lone_person,all_household_types
2016,31 Metropolitan LGAs,23110,Hobsons Bay (C),,12554,8906,4054,570,1287,9116,36487
2016,48 Regional LGAs,23190,Horsham (RC),,2211,2482,888,73,211,2742,8606
2016,31 Metropolitan LGAs,23270,Hume (C),,30271,13524,9458,871,1595,11328,67045
2016,48 Regional LGAs,23350,Indigo (S),,1953,2230,608,22,136,1706,6653
2016,31 Metropolitan LGAs,23430,Kingston (C) (Vic.),,21620,15531,6678,749,1961,16390,62928
2016,31 Metropolitan LGAs,23670,Knox (C),,23205,14776,6667,612,1391,12169,58819
2016,48 Regional LGAs,23810,Latrobe (C) (Vic.),,8065,8543,4122,260,941,10171,32102
2016,48 Regional LGAs,23940,Loddon (S),,768,1110,263,20,106,1182,3449
2016,48 Regional LGAs,24130,Macedon Ranges (S),,6783,5350,1601,89,291,3667,17781
2016,31 Metropolitan LGAs,24210,Manningham (C),,17963,12203,4296,557,1000,8501,44521
2016,48 Regional LGAs,24250,Mansfield (S),,872,1221,289,19,96,1191,3687
2016,31 Metropolitan LGAs,24330,Maribyrnong (C),,9681,8381,3344,775,3339,9483,35003
2016,31 Metropolitan LGAs,24410,Maroondah (C),,15606,10928,4978,488,1313,10830,44142
2016,31 Metropolitan LGAs,24600,Melbourne (C),,6598,17309,2924,2455,14422,25430,69139
2016,31 Metropolitan LGAs,24650,Melton (C),,21071,9754,6377,537,1053,7564,46356
2016,48 Regional LGAs,24780,Mildura (RC),,6071,6234,2676,228,739,6527,22477
2016,48 Regional LGAs,24850,Mitchell (S),,5528,4128,1953,113,382,3489,15592
2016,48 Regional LGAs,24900,Moira (S),,3117,4097,1290,66,320,3715,12606
2016,31 Metropolitan LGAs,24970,Monash (C),,25490,17157,6873,1228,4581,13933,69262
2016,31 Metropolitan LGAs,25060,Moonee Valley (C),,15980,11899,4875,883,2552,13295,49485
2016,48 Regional LGAs,25150,Moorabool (S),,4403,3438,1408,71,255,2889,12465
2016,31 Metropolitan LGAs,25250,Moreland (C),,19622,17216,6264,1346,6559,19035,70042
2016,31 Metropolitan LGAs,25340,Mornington Peninsula (S),,19185,20423,7052,449,1371,18304,66785
2016,48 Regional LGAs,25430,Mount Alexander (S),,1877,2502,825,65,308,2769,8346
2016,48 Regional LGAs,25490,Moyne (S),,2064,2191,572,57,145,1787,6815
2016,48 Regional LGAs,25620,Murrindindi (S),,1567,2134,467,20,145,1921,6255
2016,31 Metropolitan LGAs,25710,Nillumbik (S),,10535,5699,1991,132,285,3300,21942
2016,48 Regional LGAs,25810,Northern Grampians (S),,1149,1653,451,39,178,1794,5265
2016,31 Metropolitan LGAs,25900,Port Phillip (C),,8692,15234,3193,842,5209,22204,55374
2016,48 Regional LGAs,25990,Pyrenees (S),,739,1018,238,6,82,1027,3110
2016,48 Regional LGAs,26080,Queenscliffe (B),,274,540,93,1,11,439,1359
2016,48 Regional LGAs,26170,South Gippsland (S),,3271,4129,1064,67,266,3752,12549
2016,48 Regional LGAs,26260,Southern Grampians (S),,1825,2175,628,30,149,2319,7126
2016,31 Metropolitan LGAs,26350,Stonnington (C),,10522,14061,3092,920,5228,18203,52026
2016,48 Regional LGAs,26430,Strathbogie (S),,1002,1635,397,23,115,1625,4797
2016,48 Regional LGAs,26490,Surf Coast (S),,4138,3720,929,83,365,2606,11842
2016,48 Regional LGAs,26610,Swan Hill (RC),,2400,2475,846,92,339,2492,8644
2016,48 Regional LGAs,26670,Towong (S),,620,974,169,12,68,875,2717
2016,48 Regional LGAs,26700,Wangaratta (RC),,3187,3681,1231,111,330,3753,12293
2016,48 Regional LGAs,26730,Warrnambool (C),,3808,3934,1607,134,608,4330,14421
2016,48 Regional LGAs,26810,Wellington (S),,4820,5619,1745,133,503,5554,18373
2016,48 Regional LGAs,26890,West Wimmera (S),,440,591,107,15,24,639,1816
2016,31 Metropolitan LGAs,26980,Whitehorse (C),,22565,15455,6234,919,3505,15545,64222
2016,31 Metropolitan LGAs,27070,Whittlesea (C),,30764,16117,9043,941,1949,11812,70624
2016,48 Regional LGAs,27170,Wodonga (C),,4619,4408,2125,137,522,4300,16112
2016,31 Metropolitan LGAs,27260,Wyndham (C),,34873,15974,9092,812,2009,11600,74359
2016,31 Metropolitan LGAs,27350,Yarra (C),,6946,12194,3078,790,6379,14310,43697
2016,31 Metropolitan LGAs,27450,Yarra Ranges (S),,21398,15918,6690,480,1255,12214,57954
2016,48 Regional LGAs,27630,Yarriambiack (S),,640,977,276,12,78,1086,3071
2016,48 Regional LGAs,29399,Unincorporated Vic,,88,137,30,2,11,127,395
2021,48 Regional LGAs,20110,Alpine (S),VIFSA Bright-Harrietville District,823,1206,303,15,130,1131,3608
2021,48 Regional LGAs,20110,Alpine (S),VIFSA Myrtleford District,458,714,188,24,41,714,2139
2021,48 Regional LGAs,20260,Ararat (RC),VIFSA Ararat Rural,392,534,82,5,23,426,1462
2021,48 Regional LGAs,20260,Ararat (RC),VIFSA Ararat Town,753,1030,388,43,133,1203,3550
2021,48 Regional LGAs,20570,Ballarat (C),VIFSA Ballarat Central and East District,6437,7008,3355,298,1551,9467,28116
2021,48 Regional LGAs,20570,Ballarat (C),VIFSA Ballarat Rural,173,232,68,3,13,223,712
2021,48 Regional LGAs,20570,Ballarat (C),VIFSA Buninyong-Mount Helen District,1098,959,257,15,105,590,3024
2021,48 Regional LGAs,20570,Ballarat (C),VIFSA Delacombe-Miners Rest District,4919,4210,2048,155,582,4226,16140
2021,31 Metropolitan LGAS,20660,Banyule (C),VIFSA Ivanhoe-Rosanna District,9823,7161,2979,464,1128,7611,29166
2021,31 Metropolitan LGAS,20660,Banyule (C),VIFSA Lower Plenty-Watsonia District,8196,6189,2572,248,583,5147,22935
2021,48 Regional LGAs,20740,Bass Coast (S),VIFSA Phillip Island,1102,1907,552,28,125,1888,5604
2021,48 Regional LGAs,20740,Bass Coast (S),VIFSA Wonthaggi District,2329,3782,1189,88,347,4092,11826
2021,48 Regional LGAs,20830,Baw Baw (S),VIFSA Drouin-Warragul District,4852,5151,1868,128,418,4400,16817
2021,48 Regional LGAs,20830,Baw Baw (S),VIFSA Neerim-Trafalgar District,1680,2047,540,29,110,1551,5957
2021,31 Metropolitan LGAS,20910,Bayside (C),VIFSA Brighton District,5988,4670,1419,154,379,4209,16819
2021,31 Metropolitan LGAS,20910,Bayside (C),VIFSA Hampton-Sandringham District,9502,6865,2238,208,602,6640,26056
2021,48 Regional LGAs,21010,Benalla (RC),VIFSA Benalla Rural,445,637,109,2,41,336,1570
2021,48 Regional LGAs,21010,Benalla (RC),VIFSA Benalla Town,877,1559,536,44,149,1849,5013
2021,31 Metropolitan LGAS,21110,Boroondara (C),VIFSA Ashburton-Camberwell District,7456,4617,1484,225,679,3940,18400
2021,31 Metropolitan LGAS,21110,Boroondara (C),VIFSA Balwyn-Canterbury District,8466,4921,2010,295,541,4310,20543
2021,31 Metropolitan LGAS,21110,Boroondara (C),VIFSA Hawthorn District,4778,5115,1093,419,1931,6599,19934
2021,31 Metropolitan LGAS,21110,Boroondara (C),VIFSA Kew District,4500,3332,1214,226,812,3167,13250
2021,31 Metropolitan LGAS,21180,Brimbank (C),VIFSA Cairnlea-Sunshine District,14305,7771,5927,878,1608,7500,37990
2021,31 Metropolitan LGAS,21180,Brimbank (C),VIFSA Keilor-Sydenham District,13719,8606,5084,537,834,6557,35337
2021,48 Regional LGAs,21270,Buloke (S),VIFSA Buloke Shire,588,910,194,23,86,964,2765
2021,48 Regional LGAs,21370,Campaspe (S),VIFSA Echuca Town,1572,2005,687,50,209,1909,6431
2021,48 Regional LGAs,21370,Campaspe (S),VIFSA Kyabram District,1242,1428,452,35,84,1362,4604
2021,48 Regional LGAs,21370,Campaspe (S),VIFSA Rochester District,955,1147,276,14,52,831,3276
2021,48 Regional LGAs,21370,Campaspe (S),VIFSA Rushworth District,373,643,183,5,44,597,1846
2021,31 Metropolitan LGAS,21450,Cardinia (S),VIFSA Emerald-Garfield District,4170,3115,978,52,189,1811,10315
2021,31 Metropolitan LGAS,21450,Cardinia (S),VIFSA Koo Wee Rup District,1314,1021,353,32,56,768,3546
2021,31 Metropolitan LGAS,21450,Cardinia (S),VIFSA Officer-Pakenham District,12155,7133,4044,316,764,5683,30095
2021,31 Metropolitan LGAS,21610,Casey (C),VIFSA Berwick-Narre Warren District,19095,9955,4610,410,802,6456,41327
2021,31 Metropolitan LGAS,21610,Casey (C),VIFSA Cranbourne District,29732,13881,7726,735,1421,9178,62673
2021,31 Metropolitan LGAS,21610,Casey (C),VIFSA Doveton-Hallam District,6987,4292,2363,224,582,3280,17729
2021,31 Metropolitan LGAS,21610,Casey (C),VIFSA Pearcedale-Tooradin District,1191,885,310,20,57,611,3074
2021,48 Regional LGAs,21670,Central Goldfields (S),VIFSA Central Goldfields Rural,523,780,229,19,81,771,2403
2021,48 Regional LGAs,21670,Central Goldfields (S),VIFSA Maryborough Town,668,1092,469,13,133,1506,3881
2021,48 Regional LGAs,21750,Colac-Otway (S),VIFSA Apollo Bay-Gellibrand District,308,596,154,3,60,649,1770
2021,48 Regional LGAs,21750,Colac-Otway (S),VIFSA Beeac-Swan Marsh District,627,753,196,25,45,577,2223
2021,48 Regional LGAs,21750,Colac-Otway (S),VIFSA Colac Town,1314,1490,578,67,207,1930,5585
2021,48 Regional LGAs,21830,Corangamite (S),VIFSA Camperdown-Lismore District,915,1251,352,16,88,1383,4005
2021,48 Regional LGAs,21830,Corangamite (S),VIFSA Cobden-Port Campbell District,836,963,242,33,54,782,2910
2021,31 Metropolitan LGAS,21890,Darebin (C),VIFSA Northcote-Thornbury District,6814,6065,1909,391,2612,7546,25336
2021,31 Metropolitan LGAS,21890,Darebin (C),VIFSA Preston-Reservoir District,12742,10059,4672,857,3148,11823,43302
2021,48 Regional LGAs,22110,East Gippsland (S),VIFSA Bairnsdale Town,1618,2139,817,63,180,2334,7150
2021,48 Regional LGAs,22110,East Gippsland (S),VIFSA Lakes District,1501,3307,657,25,245,2635,8370
2021,48 Regional LGAs,22110,East Gippsland (S),VIFSA Omeo District,922,1218,270,14,82,839,3346
2021,48 Regional LGAs,22110,East Gippsland (S),VIFSA Orbost District,520,1067,265,14,76,1226,3168
2021,31 Metropolitan LGAS,22170,Frankston (C),VIFSA Frankston-Seaford District,9030,8477,5033,432,1351,11184,35507
2021,31 Metropolitan LGAS,22170,Frankston (C),VIFSA Langwarrin-Skye District,8690,5865,3197,263,629,5300,23944
2021,48 Regional LGAs,22250,Gannawarra (S),VIFSA Gannawarra Shire,1088,1601,333,30,109,1597,4757
2021,31 Metropolitan LGAS,22310,Glen Eira (C),VIFSA Bentleigh District,8412,4655,2225,275,640,4531,20738
2021,31 Metropolitan LGAS,22310,Glen Eira (C),VIFSA Carnegie-Caulfield District,12800,10893,2862,569,3003,12048,42175
2021,48 Regional LGAs,22410,Glenelg (S),VIFSA Glenelg Rural,890,1369,305,34,89,1322,4009
2021,48 Regional LGAs,22410,Glenelg (S),VIFSA Portland Town,1053,1489,556,34,149,1704,4985
2021,48 Regional LGAs,22490,Golden Plains (S),VIFSA Bannockburn-Meredith District,2349,1658,499,43,66,928,5543
2021,48 Regional LGAs,22490,Golden Plains (S),VIFSA Linton-Smythesdale District,1259,1141,282,15,34,725,3456
2021,48 Regional LGAs,22620,Greater Bendigo (C),VIFSA Ascot-Eaglehawk District,3299,2897,1716,116,469,3069,11566
2021,48 Regional LGAs,22620,Greater Bendigo (C),VIFSA Bendigo-Kangaroo Flat District,4375,4679,2265,222,734,5844,18119
2021,48 Regional LGAs,22620,Greater Bendigo (C),VIFSA East Bendigo-Strathfieldsaye District,3893,3915,1501,135,650,3843,13937
2021,48 Regional LGAs,22620,Greater Bendigo (C),VIFSA Greater Bendigo Rural,2325,2437,589,33,164,1638,7185
2021,31 Metropolitan LGAS,22670,Greater Dandenong (C),VIFSA Dandenong District,8562,5058,3166,475,1301,5681,24244
2021,31 Metropolitan LGAS,22670,Greater Dandenong (C),VIFSA Keysborough-Springvale District,13884,7531,4826,747,1500,6926,35414
2021,48 Regional LGAs,22750,Greater Geelong (C),VIFSA Barwon Heads-Portarlington District,6769,7611,2211,125,529,6061,23306
2021,48 Regional LGAs,22750,Greater Geelong (C),VIFSA Bell Park-Corio District,4409,4050,3165,236,679,5714,18253
2021,48 Regional LGAs,22750,Greater Geelong (C),VIFSA Geelong Central District,1269,1664,597,85,452,2396,6461
2021,48 Regional LGAs,22750,Greater Geelong (C),VIFSA Geelong Newtown District,1407,1213,373,43,191,1304,4531
2021,48 Regional LGAs,22750,Greater Geelong (C),VIFSA Geelong West District,2435,2287,938,114,496,3225,9495
2021,48 Regional LGAs,22750,Greater Geelong (C),VIFSA Grovedale-Highton District,9053,7870,2768,269,1290,7151,28401
2021,48 Regional LGAs,22750,Greater Geelong (C),VIFSA Lara District,2902,2172,851,64,150,1532,7672
2021,48 Regional LGAs,22750,Greater Geelong (C),VIFSA Leopold-Newcomb District,3339,3529,1661,135,377,3777,12818
2021,48 Regional LGAs,22830,Greater Shepparton (C),VIFSA Arcadia-Tallygaroopna District,550,483,93,17,14,297,1454
2021,48 Regional LGAs,22830,Greater Shepparton (C),VIFSA Ardmona-Murchison District,1257,1313,359,32,112,1147,4219
2021,48 Regional LGAs,22830,Greater Shepparton (C),VIFSA Shepparton Town,6055,5734,2695,195,721,6275,21675
2021,48 Regional LGAs,22910,Hepburn (S),VIFSA Clunes-Creswick District,722,973,298,16,49,919,2978
2021,48 Regional LGAs,22910,Hepburn (S),VIFSA Daylesford-Glenlyon District,879,1455,365,12,144,1582,4438
2021,48 Regional LGAs,22980,Hindmarsh (S),VIFSA Hindmarsh Shire,575,850,170,21,60,842,2518
2021,31 Metropolitan LGAS,23110,Hobsons Bay (C),VIFSA Altona-Seabrook District,8031,6017,2906,391,845,6016,24206
2021,31 Metropolitan LGAS,23110,Hobsons Bay (C),VIFSA Newport-Williamstown District,5161,3720,1388,207,492,3833,14801
2021,48 Regional LGAs,23190,Horsham (RC),VIFSA Horsham Rural,411,434,91,2,13,390,1341
2021,48 Regional LGAs,23190,Horsham (RC),VIFSA Horsham Town,1760,2136,783,70,190,2435,7375
2021,31 Metropolitan LGAS,23270,Hume (C),VIFSA Broadmeadows District,9585,5217,4275,409,779,5620,25884
2021,31 Metropolitan LGAS,23270,Hume (C),VIFSA Bulla-Craigieburn District,21831,8177,4917,420,668,4582,40596
2021,31 Metropolitan LGAS,23270,Hume (C),VIFSA Sunbury District,5715,4053,1942,166,347,3356,15580
2021,48 Regional LGAs,23350,Indigo (S),VIFSA Beechworth-Chiltern District,1558,1820,458,16,106,1261,5219
2021,48 Regional LGAs,23350,Indigo (S),VIFSA Rutherglen District,437,600,173,8,43,570,1832
2021,31 Metropolitan LGAS,23430,Kingston (C) (Vic.),VIFSA Aspendale-Chelsea District,7723,6046,2443,214,643,6334,23402
2021,31 Metropolitan LGAS,23430,Kingston (C) (Vic.),VIFSA Moorabbin-Mordialloc District,14890,10867,4641,576,1418,11302,43695
2021,31 Metropolitan LGAS,23670,Knox (C),VIFSA Bayswater-Ferntree Gully District,9179,7473,3612,297,832,7593,28986
2021,31 Metropolitan LGAS,23670,Knox (C),VIFSA Rowville District,6981,3906,1304,139,202,2119,14650
2021,31 Metropolitan LGAS,23670,Knox (C),VIFSA Scoresby-Wantirna District,7401,5024,1988,197,397,3579,18586
2021,48 Regional LGAs,23810,Latrobe (C) (Vic.),VIFSA Churchill District,1426,1584,537,35,124,1129,4835
2021,48 Regional LGAs,23810,Latrobe (C) (Vic.),VIFSA Glengarry North-Tyers District,681,585,179,12,46,421,1924
2021,48 Regional LGAs,23810,Latrobe (C) (Vic.),VIFSA Moe Town,1658,1974,1089,58,206,2861,7846
2021,48 Regional LGAs,23810,Latrobe (C) (Vic.),VIFSA Morwell Town,1201,1619,985,55,216,2618,6695
2021,48 Regional LGAs,23810,Latrobe (C) (Vic.),VIFSA Traralgon Town,3216,3420,1397,99,350,3816,12299
2021,48 Regional LGAs,23940,Loddon (S),VIFSA Loddon Shire,740,1137,262,21,113,1193,3466
2021,48 Regional LGAs,24130,Macedon Ranges (S),VIFSA Gisborne District,3870,2971,814,60,98,1884,9697
2021,48 Regional LGAs,24130,Macedon Ranges (S),VIFSA Kyneton District,1224,1348,437,27,118,1245,4400
2021,48 Regional LGAs,24130,Macedon Ranges (S),VIFSA Romsey District,2125,1817,494,14,100,1067,5618
2021,31 Metropolitan LGAS,24210,Manningham (C),VIFSA Doncaster-Templestowe District,14624,10694,3809,533,961,7699,38319
2021,31 Metropolitan LGAS,24210,Manningham (C),VIFSA Donvale-Warrandyte District,4190,2719,780,70,136,1619,9514
2021,48 Regional LGAs,24250,Mansfield (S),VIFSA Mansfield Shire,905,1360,311,22,102,1334,4034
2021,31 Metropolitan LGAS,24330,Maribyrnong (C),VIFSA Maribyrnong City,11253,9832,3862,879,3811,11101,40738
2021,31 Metropolitan LGAS,24410,Maroondah (C),VIFSA Croydon District,9314,6725,3066,255,680,6636,26676
2021,31 Metropolitan LGAS,24410,Maroondah (C),VIFSA Ringwood District,7037,5251,2210,257,706,5137,20599
2021,31 Metropolitan LGAS,24600,Melbourne (C),VIFSA CBD-East Melbourne District,2205,8100,891,1448,7919,12556,33119
2021,31 Metropolitan LGAS,24600,Melbourne (C),VIFSA Docklands-Southbank District,3200,9214,1187,791,4169,10110,28671
2021,31 Metropolitan LGAS,24600,Melbourne (C),VIFSA Parkville-West Melbourne District,4131,7673,1980,957,6915,12517,34175
2021,31 Metropolitan LGAS,24650,Melton (C),VIFSA Caroline Springs-Hillside District,14564,5757,3209,280,372,3552,27734
2021,31 Metropolitan LGAS,24650,Melton (C),VIFSA Melton Central District,5444,3600,2648,187,463,3269,15611
2021,31 Metropolitan LGAS,24650,Melton (C),VIFSA Rockbank District,6672,3540,2271,214,467,2823,15987
2021,48 Regional LGAs,24780,Mildura (RC),VIFSA Mildura Rural,397,541,104,8,48,521,1619
2021,48 Regional LGAs,24780,Mildura (RC),VIFSA Mildura Town,5818,6200,2653,232,726,6461,22089
2021,48 Regional LGAs,24850,Mitchell (S),VIFSA Kilmore-Wallan District,5510,3679,1726,103,306,2727,14050
2021,48 Regional LGAs,24850,Mitchell (S),VIFSA Seymour District,1218,1296,565,34,123,1399,4635
2021,48 Regional LGAs,24900,Moira (S),VIFSA Cobram-Numurkah District,1955,2565,843,53,221,2512,8150
2021,48 Regional LGAs,24900,Moira (S),VIFSA Katamatite-Yarrawonga District,1140,1784,463,16,125,1438,4965
2021,31 Metropolitan LGAS,24970,Monash (C),VIFSA Clayton-Oakleigh District,6668,5105,1795,542,3026,5126,22262
2021,31 Metropolitan LGAS,24970,Monash (C),VIFSA Glen Waverley-Mulgrave District,12826,8149,3291,447,939,5342,30992
2021,31 Metropolitan LGAS,24970,Monash (C),VIFSA Mount Waverley District,8063,5454,2297,348,1159,4663,21984
2021,31 Metropolitan LGAS,25060,Moonee Valley (C),VIFSA Airport West-Niddrie District,6216,4514,2175,271,409,4056,17641
2021,31 Metropolitan LGAS,25060,Moonee Valley (C),VIFSA Ascot Vale-Strathmore District,11289,8694,3162,696,2375,10683,36899
2021,48 Regional LGAs,25150,Moorabool (S),VIFSA Bacchus Marsh District,3367,2475,1182,65,184,2196,9469
2021,48 Regional LGAs,25150,Moorabool (S),VIFSA Ballan District,829,851,228,7,54,691,2661
2021,48 Regional LGAs,25150,Moorabool (S),VIFSA Gordon-Mount Egerton District,796,703,196,9,54,502,2260
2021,31 Metropolitan LGAS,25250,Moreland (C),VIFSA Brunswick District,5547,7694,1857,561,4348,9171,29179
2021,31 Metropolitan LGAS,25250,Moreland (C),VIFSA Coburg-Pascoe Vale District,10410,7437,2935,572,2071,7540,30965
2021,31 Metropolitan LGAS,25250,Moreland (C),VIFSA Fawkner-Glenroy District,6621,4263,2206,332,752,4630,18804
2021,31 Metropolitan LGAS,25340,Mornington Peninsula (S),VIFSA Flinders-Nepean District,5916,9286,2776,180,612,8781,27552
2021,31 Metropolitan LGAS,25340,Mornington Peninsula (S),VIFSA Hastings-Somerville District,5272,5227,2151,133,401,4613,17797
2021,31 Metropolitan LGAS,25340,Mornington Peninsula (S),VIFSA Mornington District,8471,8207,2432,168,446,6764,26489
2021,48 Regional LGAs,25430,Mount Alexander (S),VIFSA Castlemaine Town,1039,1356,554,45,201,1842,5038
2021,48 Regional LGAs,25430,Mount Alexander (S),VIFSA Mount Alexander Rural,891,1367,298,23,130,1173,3882
2021,48 Regional LGAs,25490,Moyne (S),VIFSA Macarthur-Port Fairy District,1206,1401,340,34,92,1114,4187
2021,48 Regional LGAs,25490,Moyne (S),VIFSA Mortlake-Woolsthorpe District,879,937,245,26,60,787,2935
2021,48 Regional LGAs,25620,Murrindindi (S),VIFSA Alexandra District,625,1223,200,9,86,1177,3321
2021,48 Regional LGAs,25620,Murrindindi (S),VIFSA Kinglake-Yea District,948,1151,291,15,73,981,3458
2021,31 Metropolitan LGAS,25710,Nillumbik (S),VIFSA Eltham-Kangaroo Ground District,4924,3203,959,66,136,1910,11199
2021,31 Metropolitan LGAS,25710,Nillumbik (S),VIFSA Hurstbridge-St Andrews District,1382,997,295,15,48,619,3356
2021,31 Metropolitan LGAS,25710,Nillumbik (S),VIFSA Plenty-Wattle Glen District,4044,2326,761,53,109,1177,8471
2021,48 Regional LGAs,25810,Northern Grampians (S),VIFSA St Arnaud District,305,485,131,6,36,566,1529
2021,48 Regional LGAs,25810,Northern Grampians (S),VIFSA Stawell District,776,1175,306,32,136,1250,3674
2021,31 Metropolitan LGAS,25900,Port Phillip (C),VIFSA Albert Park-Port Melbourne District,4839,7891,1767,433,1804,9521,26253
2021,31 Metropolitan LGAS,25900,Port Phillip (C),VIFSA Elwood-St Kilda District,4643,9016,1871,500,3757,15470,35258
2021,48 Regional LGAs,25990,Pyrenees (S),VIFSA Avoca-Landsborough District,300,527,115,6,44,523,1514
2021,48 Regional LGAs,25990,Pyrenees (S),VIFSA Beaufort-Snake Valley District,443,543,127,0,44,560,1717
2021,48 Regional LGAs,26080,Queenscliffe (B),VIFSA Queenscliffe Borough,267,577,92,1,12,467,1417
2021,48 Regional LGAs,26170,South Gippsland (S),VIFSA Korumburra District,1065,1307,341,23,67,1084,3887
2021,48 Regional LGAs,26170,South Gippsland (S),VIFSA Leongatha District,1325,1595,436,25,100,1424,4904
2021,48 Regional LGAs,26170,South Gippsland (S),VIFSA Promontory District,899,1554,300,20,110,1518,4400
2021,48 Regional LGAs,26260,Southern Grampians (S),VIFSA Hamilton Town,1054,1403,423,24,113,1638,4656
2021,48 Regional LGAs,26260,Southern Grampians (S),VIFSA Southern Grampians Rural,712,864,185,7,36,775,2579
2021,31 Metropolitan LGAS,26350,Stonnington (C),VIFSA Malvern District,6063,4752,1343,313,1260,5188,18919
2021,31 Metropolitan LGAS,26350,Stonnington (C),VIFSA Prahran-Toorak District,5438,11005,2012,677,4420,15169,38721
2021,48 Regional LGAs,26430,Strathbogie (S),VIFSA Strathbogie Shire,1034,1758,403,24,120,1763,5103
